time,open,high,low,close,fast_stoch,slow_stoch,rsi,30_sent,thirty_trend,4h_sent,four_trend,candle_dir,dt_signal,sent_signal,simple_result,running_result,profit
2019-04-18 09:30:00,145.547,145.65,145.506,145.576,23.628691983118475,23.762671149292913,31.64066531314921,-0.025923440751454932,bearish,-0.054525725446220544,bearish,long,long,long_trade,sig_stop,no_runner,-0.025999999999982037
2019-04-18 10:30:00,145.55,145.637,145.532,145.57399999999996,18.02290536467596,19.349005424952114,32.753305510702965,-0.02889230562321798,bearish,-0.054525725446220544,bearish,long,long,long_trade,running_long,sig_stop,0.020000000000038654
2019-04-18 12:30:00,145.536,145.67,145.51,145.585,18.927064496682373,20.534458509139327,36.77607500979218,-0.02497959400002013,bearish,-0.054525725446220544,bearish,long,long,long_trade,running_long,sig_stop,0.028999999999996362
2019-04-18 15:00:00,145.505,145.6,145.466,145.52200000000005,23.291627762214368,22.722232071448435,35.56478271415952,-0.017567932672793024,bearish,-0.06882280788879626,bearish,long,long,long_trade,running_long,loss,-0.07600000000005025
2019-04-18 17:00:00,145.34799999999996,145.406,145.344,145.374,12.65077731148075,24.222898122746397,30.255995157863932,-0.019589850391732718,bearish,-0.07741355862028347,bearish,long,long,long_trade,running_long,sig_stop,0.0020000000000095497
2019-04-18 20:00:00,145.304,145.44899999999996,145.29399999999995,145.436,22.99795797002377,20.162862174035176,42.78005386468095,-0.012094314165739415,bearish,-0.07741355862028347,bearish,long,long,long_trade,sig_stop,no_runner,-0.02800000000002001
2019-04-18 21:30:00,145.374,145.474,145.373,145.458,37.13507625271952,30.555729673373516,45.90762823630996,-0.004500594012958242,bearish,-0.08232839906330129,bearish,long,long,long_trade,running_long,sig_stop,-0.002999999999985903
2019-04-19 04:00:00,145.439,145.439,145.40200000000004,145.416,44.65706865806833,46.35998592523281,44.96729744904995,0.01225881732519804,bullish,-0.08333391754093314,bullish,short,short,short_trade,loss,no_runner,-0.043000000000006366
2019-04-19 05:00:00,145.495,145.51,145.444,145.488,71.01449275362005,59.20128292583247,52.33230621389056,0.016629880715118058,bullish,-0.08288285407473013,bullish,short,short,short_trade,running_short,sig_stop,0.04800000000000182
2019-04-19 07:30:00,145.484,145.498,145.43,145.474,72.75316455696132,63.90987673733787,51.30213867639128,0.01850076088565572,bullish,-0.08288285407473013,bullish,short,short,short_trade,running_short,loss,-0.04400000000001114
2019-04-19 10:00:00,145.512,145.524,145.483,145.503,72.64153887379359,79.7543501725726,54.29173976860529,0.02109929283179389,bullish,-0.08228078038946614,bullish,short,short,short_trade,sig_stop,no_runner,-0.0030000000000143245
2019-04-19 11:30:00,145.537,145.548,145.458,145.524,63.63085464070813,62.465615940220594,56.44025564909182,0.021876945069189985,bullish,-0.08228078038946614,bullish,short,short,short_trade,running_short,sig_stop,0.054000000000002046
2019-04-22 05:30:00,145.472,145.49200000000005,145.433,145.433,57.29838709676904,53.71034018366087,48.489666032730376,0.004374913764745036,bullish,-0.06990630337400651,bullish,short,short,short_trade,sig_stop,no_runner,-0.014000000000010004
2019-04-22 06:30:00,145.447,145.44899999999996,145.408,145.43200000000004,50.53763440859215,55.658602150530655,48.35886730770842,0.004246225488948166,bullish,-0.06990630337400651,bullish,short,short,short_trade,running_short,sig_stop,0.010000000000047748
2019-04-22 08:30:00,145.431,145.44,145.373,145.39600000000004,34.46961031037484,35.074099494135325,45.03108647929027,0.0019185898326593359,bullish,-0.06990630337400651,bullish,short,short,short_trade,sig_stop,no_runner,-0.002999999999957481
2019-04-22 13:00:00,145.25,145.31799999999996,145.24,145.291,12.644339708144654,12.37701757641782,36.44763857163496,-0.007191682557773819,bearish,-0.06728525949043793,bearish,long,long,long_trade,running_long,sig_stop,0.02600000000001046
2019-04-22 15:00:00,145.25,145.322,145.221,145.322,28.5547253355456,31.79096905124103,44.98396241333431,-0.006973994409247109,bearish,-0.06728525949043793,bearish,long,long,long_trade,running_long,sig_stop,0.015999999999991132
2019-04-22 18:00:00,145.32,145.369,145.304,145.35399999999996,68.87233420976177,63.7748231119501,49.455868332339115,-0.0008198101003914214,bearish,-0.06468568059980152,bearish,long,long,long_trade,sig_stop,no_runner,-0.04199999999994475
2019-04-22 19:00:00,145.312,145.338,145.299,145.332,68.50715746422132,67.81088713604754,47.18708594716865,-0.000248124913764379,bearish,-0.06468568059980152,bearish,long,long,long_trade,sig_stop,no_runner,-0.036000000000001364
2019-04-22 20:00:00,145.296,145.319,145.292,145.312,56.6462167689192,60.59986366735321,45.34816927975072,-0.00047688800102514695,bearish,-0.06468568059980152,bearish,long,long,long_trade,sig_stop,no_runner,-0.008000000000009777
2019-04-23 01:00:00,145.012,145.086,144.988,145.071,11.526070573640867,21.251851060160945,29.33848846099821,-0.011331039329269791,bearish,-0.06428833400488393,bearish,long,long,long_trade,running_long,sig_stop,0.051000000000016144
2019-04-23 07:00:00,145.24,145.358,145.233,145.346,82.3474903474918,81.54440154440378,57.51503789776929,0.007309990154744691,bearish,-0.05802819545989889,bearish,long,long,long_trade,sig_stop,no_runner,-0.07200000000000273
2019-04-23 08:00:00,145.274,145.40200000000004,145.248,145.358,84.86932800140387,82.39461004560155,57.08573914067682,0.010243565272517985,bearish,-0.05802819545989889,bearish,long,long,long_trade,sig_stop,no_runner,-0.027999999999991587
2019-04-23 10:00:00,145.55,145.628,145.52200000000005,145.536,88.49312598602835,86.5121148458257,66.26076775075035,0.02362939603029672,bullish,-0.058325478796375216,bullish,short,short,short_trade,running_short,sig_stop,-0.0010000000000047748
2019-04-23 12:30:00,145.555,145.564,145.034,145.09799999999996,57.39539182676796,70.00761426905507,36.44205777464653,0.017984187967876836,bullish,-0.058325478796375216,bullish,short,short,short_trade,win,win,0.17
2019-04-23 18:00:00,144.636,144.683,144.589,144.648,2.633238942386745,3.105067086909397,25.09516910853721,-0.05271034915027002,bearish,-0.0732656153237172,bearish,long,long,long_trade,running_long,sig_stop,0.03200000000001069
2019-04-23 22:00:00,144.686,144.744,144.679,144.724,41.178170195091404,33.78127430196528,36.342006628815774,-0.028149433697467682,bearish,-0.07378446394275152,bearish,long,long,long_trade,sig_stop,no_runner,-0.0049999999999954525
2019-04-24 00:30:00,144.714,144.84799999999996,144.684,144.82,79.83917529787041,76.38976345320778,47.90992019045299,-0.008628524520136904,bearish,-0.07378446394275152,bearish,long,long,long_trade,running_long,sig_stop,-0.07099999999999795
2019-04-24 11:30:00,144.726,144.858,144.718,144.85399999999996,83.57481577281074,85.30918274420048,58.88203886647349,0.02378272332090299,bearish,-0.07122821472090138,bearish,long,long,long_trade,sig_stop,no_runner,-0.04599999999996385
2019-04-25 11:00:00,144.032,144.09799999999996,144.014,144.08100000000005,6.572451205784593,5.777302257976768,29.10245966230262,-0.04218420160397676,bearish,-0.07408790248397913,bearish,long,long,long_trade,sig_stop,no_runner,-0.03500000000005343
2019-04-25 12:30:00,144.028,144.17600000000004,144.024,144.14600000000004,10.300925925922149,7.707106941375343,37.499101691378755,-0.037278996929882915,bearish,-0.07408790248397913,bearish,long,long,long_trade,sig_stop,no_runner,-0.01700000000005275
2019-04-25 15:00:00,143.906,143.966,143.868,143.937,20.20908961635379,17.460730732786235,30.42196302832436,-0.0320221490453364,bearish,-0.08079768926029847,bearish,long,long,long_trade,win,win,0.17
2019-04-25 18:00:00,143.894,143.983,143.892,143.98,38.116932422172155,43.5238980886646,38.94300130590223,-0.015784614006918524,bearish,-0.08358300777770403,bearish,long,long,long_trade,sig_stop,no_runner,-0.02199999999999136
2019-04-25 19:00:00,143.958,144.036,143.95,144.02,47.60820045558097,41.25537838521911,42.87128184109517,-0.00920190681376637,bearish,-0.08358300777770403,bearish,long,long,long_trade,running_long,sig_stop,-0.02600000000001046
2019-04-25 20:30:00,143.994,144.066,143.974,144.04399999999995,65.77105241053424,58.27793738819923,45.59605022828941,0.0010771400613804052,bearish,-0.08358300777770403,bearish,long,long,long_trade,loss,no_runner,-0.08999999999997499
2019-04-25 21:30:00,143.954,143.989,143.94,143.972,61.48408704356656,64.32854888065619,41.5792970285009,0.003335630601996681,bearish,-0.08543955991673935,bearish,long,long,long_trade,running_long,sig_stop,-0.004000000000019099
2019-04-26 00:00:00,143.892,143.925,143.782,143.901,31.37732829726437,39.01382956608501,37.56754105704485,0.006565013968852895,bearish,-0.08543955991673935,bearish,long,long,long_trade,win,win,0.17
2019-04-26 11:30:00,144.37,144.382,144.19799999999995,144.244,81.34663487387955,90.57848365893496,55.00929670829986,0.03491784143364834,bullish,-0.06318989124444929,bullish,short,short,short_trade,sig_stop,no_runner,-0.01099999999999568
2019-04-26 13:00:00,144.31,144.316,144.208,144.266,63.286713286709954,64.48316588227907,55.49537371897794,0.029898844050928037,bullish,-0.052122933438052466,bullish,short,short,short_trade,running_short,win,0.07
2019-04-26 15:30:00,144.37,144.46,144.328,144.35,77.20793197134726,66.7070328179674,60.208779744581655,0.02534028432047441,bullish,-0.052122933438052466,bullish,short,short,short_trade,running_short,sig_stop,-0.008000000000009777
2019-04-26 17:30:00,144.358,144.358,144.291,144.33,66.26262626262677,66.12794612794495,56.976726907163325,0.021387590659254302,bullish,-0.046558374593841656,bullish,short,short,short_trade,sig_stop,no_runner,-0.00899999999998613
2019-04-26 20:30:00,144.322,144.344,144.115,144.19,41.28678085199719,46.624213145951224,42.26622947981695,0.006961087414099211,bullish,-0.046558374593841656,bullish,short,short,short_trade,sig_stop,no_runner,-0.04200000000000159
2019-04-29 05:30:00,144.44,144.451,144.41,144.42700000000005,87.34291538719026,88.3199935243015,66.57422840943457,0.01175051260746037,bullish,-0.00988754224567956,bullish,short,short,short_trade,loss,no_runner,-0.0439999999999543
2019-04-29 08:30:00,144.69799999999995,144.718,144.642,144.684,94.22063445943066,93.60056392238992,79.8167540656425,0.029328793218484733,bullish,-0.00988754224567956,bullish,short,short,short_trade,win,win,0.17
2019-04-29 13:30:00,144.524,144.532,144.43,144.482,51.78571428571282,39.45860858794262,52.29755466233725,0.0005208770958505804,bullish,0.011613842830381638,bullish,short,short,short_trade,running_short,loss,-0.0700000000000216
2019-04-29 15:30:00,144.547,144.564,144.499,144.523,57.0674651924644,49.66384403884328,54.32292884454895,-0.0007787580527678152,bullish,0.011613842830381638,bullish,short,short,short_trade,loss,no_runner,-0.06100000000000705
2019-04-30 13:30:00,145.21200000000005,145.247,145.094,145.108,95.0485691018754,95.22283508248086,68.85002780292494,0.0550053333011616,bullish,0.06546489217643425,bullish,short,short,short_trade,sig_stop,no_runner,-0.09700000000000841
2019-04-30 15:00:00,145.234,145.259,144.981,145.139,85.52256501405714,90.19528649903505,66.33944664515624,0.06175333228279601,bullish,0.06546489217643425,bullish,short,short,short_trade,loss,no_runner,-0.13999999999998636
2019-04-30 16:30:00,145.316,145.326,145.178,145.23,83.46198506890653,81.31617310218023,66.08899058111932,0.06080648548614465,bullish,0.06546489217643425,bullish,short,short,short_trade,running_short,loss,-0.11600000000001387
2019-04-30 18:00:00,145.286,145.3,145.21,145.268,82.057651273609,82.46105588164781,66.63135922556103,0.05281768464554773,bullish,0.08152989106432658,bullish,short,short,short_trade,running_short,sig_stop,0.02199999999999136
2019-04-30 20:00:00,145.312,145.322,145.256,145.26,74.5991201929912,75.57730798201544,63.24673398779,0.03711601787261529,bullish,0.08152989106432658,bullish,short,short,short_trade,loss,no_runner,-0.08200000000002206
2019-04-30 21:00:00,145.291,145.528,144.496,145.222,71.92697865824448,74.08208782009649,59.682378420027455,0.028310972773812695,bullish,0.09460641783226464,bullish,short,short,short_trade,sig_stop,no_runner,-0.10999999999998522
2019-04-30 22:00:00,145.332,145.36,145.30200000000005,145.32,77.06718346253213,74.98692059846208,63.40483959465045,0.023610455412522442,bullish,0.09460641783226464,bullish,short,short,short_trade,running_short,sig_stop,0.01999999999998181
2019-05-01 00:30:00,145.34799999999996,145.35299999999995,145.30200000000005,145.339,80.71705426356668,78.56373815676187,62.72485943212689,0.009231345334709706,bullish,0.09460641783226464,bullish,short,short,short_trade,sig_stop,no_runner,-0.007000000000005002
2019-05-01 02:30:00,145.386,145.404,145.359,145.373,85.07751937984463,83.99009474590855,63.9189223938581,0.0029588080026528296,bullish,0.10655321314411753,bullish,short,short,short_trade,loss,no_runner,-0.051000000000016144
2019-05-01 04:00:00,145.468,145.474,145.44799999999995,145.44799999999995,90.45447636418993,89.99214672949303,66.73945714329423,0.0030900710461953533,bullish,0.10655321314411753,bullish,short,short,short_trade,running_short,sig_stop,-0.004000000000047521
2019-05-01 06:30:00,145.457,145.504,145.418,145.452,78.11778226154446,76.52339305616142,64.82612158056878,-0.0038876476479714475,bullish,0.11779907779640802,bullish,short,short,short_trade,loss,no_runner,-0.07200000000000273
2019-05-01 07:30:00,145.618,145.621,145.541,145.553,76.53337669934788,78.2695822791066,66.72532127134252,-0.0004672351887707038,bullish,0.11779907779640802,bullish,short,short,short_trade,loss,no_runner,-0.08800000000002228
2019-05-01 09:30:00,145.621,145.632,145.496,145.526,59.69191711267069,61.78140254428115,59.8498097827769,-0.002287819029558019,bullish,0.12619431507895748,bullish,short,short,short_trade,sig_stop,no_runner,-0.02600000000003888
2019-05-01 12:30:00,145.59799999999996,145.644,145.515,145.595,53.59268707483199,39.06604308389985,61.56920509403517,-0.010263319254339459,bullish,0.12619431507895748,bullish,short,short,short_trade,running_short,win,0.07
2019-05-01 16:00:00,145.586,145.618,145.445,145.47,42.726873214681966,38.17476012598274,49.397662930483094,-0.020246318291936904,bullish,0.1270003238498408,bullish,short,short,short_trade,running_short,sig_stop,-0.03799999999995407
2019-05-01 21:00:00,145.398,145.458,145.27200000000005,145.424,17.571809425524595,14.964198277584643,46.82666541279136,-0.028460629391305906,bearish,0.12780060292190012,bearish,long,long,long_trade,sig_stop,no_runner,-0.005000000000052296
2019-05-01 22:30:00,145.382,145.461,145.38,145.44,34.72222222222374,31.659213392960858,48.665111856236436,-0.028683659428277383,bearish,0.12780060292190012,bearish,long,long,long_trade,running_long,win,0.07
2019-05-02 09:00:00,145.612,145.735,145.612,145.68200000000004,51.62311955660846,64.25182363272637,54.98173021093332,-0.0006877710754867594,bearish,0.11853154903430226,bearish,long,long,long_trade,sig_stop,no_runner,-0.05000000000003979
2019-05-02 13:00:00,145.444,145.54399999999995,145.422,145.512,34.7417840375576,35.0199965223426,45.8470342821829,-0.021773767454371595,bearish,0.10485131735676953,bearish,long,long,long_trade,loss,no_runner,-0.11000000000001364
2019-05-02 14:30:00,145.268,145.436,145.248,145.376,11.917105907428004,19.140202877493,41.356247435688864,-0.032736888052141415,bearish,0.10485131735676953,bearish,long,long,long_trade,loss,no_runner,-0.14800000000002456
2019-05-02 16:30:00,145.17,145.269,145.159,145.22299999999996,11.92583227981484,12.165113046184265,36.78916114764553,-0.043013088006631166,bearish,0.10485131735676953,bearish,long,long,long_trade,sig_stop,no_runner,-0.006999999999948159
2019-05-02 22:30:00,145.313,145.358,145.311,145.352,79.19781983300881,73.97743854900214,48.83302307880562,-0.011457817374788294,bearish,0.08567835792703125,bearish,long,long,long_trade,sig_stop,no_runner,-0.03200000000001069
2019-05-03 18:00:00,146.303,146.339,146.227,146.27200000000005,85.94517437862089,85.65446469007729,76.599350917593,0.10448283442162973,bullish,0.09572691965985088,bullish,short,short,short_trade,running_short,loss,-0.08699999999996066
2019-05-03 19:30:00,146.336,146.364,146.27700000000004,146.283,85.40462992944293,85.24838685972762,73.54779641170022,0.09854107912858748,bullish,0.09572691965985088,bullish,short,short,short_trade,sig_stop,no_runner,-0.007000000000005002
2019-05-05 21:00:00,146.387,146.387,145.424,145.536,61.92697946167163,78.17607234779621,41.60754673825242,0.06476426440262732,bullish,0.07145760705212177,bullish,short,short,short_trade,sig_stop,no_runner,-0.03299999999998704
2019-05-05 23:00:00,145.901,145.944,145.84799999999996,145.868,41.44512610770257,30.050239711968235,51.62794731007072,0.01765282156225531,bullish,0.07145760705212177,bullish,short,short,short_trade,win,win,0.17
2019-05-06 21:30:00,144.886,144.944,144.864,144.93,19.44257028112416,33.76842042794545,36.50774032130262,-0.0075218218576150455,bearish,0.005068287206491634,bearish,long,long,long_trade,win,win,0.17
2019-05-07 01:30:00,145.072,145.127,145.039,145.1,49.72024539877029,51.50674846625457,47.43102631655729,0.0002763152703323807,bearish,0.0017996953459686253,bearish,long,long,long_trade,win,win,0.17
2019-05-07 04:00:00,145.16,145.218,145.13299999999995,145.181,84.16846135439089,87.97721915531488,51.66571247481622,0.013447375613575424,bearish,0.0017996953459686253,bearish,long,long,long_trade,win,loss,0.07
2019-05-07 15:00:00,144.02700000000004,144.076,143.982,144.046,4.5265537755878285,6.304169326145698,18.42535864260259,-0.07074347961517333,bearish,-0.058567818142461675,bearish,long,long,long_trade,win,loss,0.07
2019-05-07 16:30:00,144.004,144.102,143.938,144.076,10.8542780056786,7.2749072319483075,23.850769674785795,-0.06994017192610233,bearish,-0.058567818142461675,bearish,long,long,long_trade,sig_stop,no_runner,-0.057999999999992724
2019-05-07 18:30:00,143.93,144.084,143.898,144.05,12.281075056173856,10.512637192705773,30.333763656427283,-0.05754552061485992,bearish,-0.07574822056483377,bearish,long,long,long_trade,running_long,win,0.07
2019-05-07 21:30:00,144.127,144.194,144.09799999999996,144.156,68.55658979119822,68.42395844233364,40.84849141926987,-0.013726588477866786,bearish,-0.09189613664965343,bearish,long,long,long_trade,sig_stop,no_runner,-0.04800000000000182
2019-05-07 22:30:00,144.108,144.144,144.082,144.113,67.98592788038535,68.58658533936944,38.987274911764345,-0.005610879754888193,bearish,-0.09189613664965343,bearish,long,long,long_trade,running_long,loss,-0.051000000000016144
2019-05-08 08:00:00,143.642,143.82399999999996,143.606,143.775,26.12545861389617,21.223096649434925,40.057803389595975,0.001498123557792469,bearish,-0.12332413325439047,bearish,long,long,long_trade,loss,no_runner,-0.18900000000002137
2019-05-08 10:30:00,143.157,143.235,143.04399999999995,143.204,10.208473252849712,8.331996821493329,24.126376579236137,-0.024711653134026627,bearish,-0.1435472170486989,bearish,long,long,long_trade,sig_stop,no_runner,-0.036000000000001364
2019-05-08 11:30:00,143.168,143.28,143.15200000000004,143.19799999999995,16.12200435729859,13.654579440613427,25.549707271660647,-0.029743887235047006,bearish,-0.1435472170486989,bearish,long,long,long_trade,running_long,loss,-0.06599999999991724
2019-05-08 14:30:00,143.136,143.305,143.07299999999995,143.30200000000005,24.68030690536925,24.462905390321435,38.79995952262757,-0.013831073359199196,bearish,-0.15690386879341867,bearish,long,long,long_trade,win,runner,0.07
2019-05-08 17:00:00,143.244,143.297,143.19799999999995,143.256,50.66907374339768,47.50242730535568,38.53749746776037,0.005322631048771287,bearish,-0.16571469943560058,bearish,long,long,long_trade,sig_stop,no_runner,-0.043000000000006366
2019-05-08 18:00:00,143.213,143.266,143.21,143.252,46.63279857397665,48.15440747651949,39.55996195523665,0.009500676442078748,bearish,-0.16571469943560058,bearish,long,long,long_trade,sig_stop,no_runner,-0.038000000000010914
2019-05-08 19:00:00,143.214,143.259,143.203,143.255,45.54367201426261,44.65894236482664,40.912497547563476,0.013748447292862507,bearish,-0.16571469943560058,bearish,long,long,long_trade,loss,no_runner,-0.07200000000000273
2019-05-08 20:00:00,143.171,143.276,143.142,143.26,45.35746116628332,43.41453753218486,43.32548906218937,0.01691512165632808,bearish,-0.16571469943560058,bearish,long,long,long_trade,sig_stop,no_runner,-0.057999999999992724
2019-05-08 21:30:00,143.16,143.256,143.143,143.19899999999996,30.755654695584678,37.791031187673006,41.303411186260256,0.019226540161364603,bearish,-0.1733945784338415,bearish,long,long,long_trade,loss,no_runner,-0.07599999999996498
2019-05-09 00:30:00,142.974,143.108,142.906,143.064,21.19437196836624,31.02211953268289,38.07026498179028,0.0170799314911228,bearish,-0.1733945784338415,bearish,long,long,long_trade,win,win,0.17
2019-05-09 02:30:00,142.961,142.997,142.88,142.96200000000005,26.18163618163465,36.50595336869631,34.54787685790653,0.012097162528809964,bearish,-0.1765749025852979,bearish,long,long,long_trade,sig_stop,no_runner,-0.006000000000000227
2019-05-09 03:30:00,142.95600000000005,143.031,142.95600000000005,143.031,26.735022522336802,23.740037119522533,40.555691917942966,0.01197125636559898,bearish,-0.1765749025852979,bearish,long,long,long_trade,sig_stop,no_runner,-0.03300000000001546
2019-05-09 08:30:00,142.44,142.57,142.408,142.523,18.687180542692488,17.764538955493407,28.638530697132467,-0.013234550862455756,bearish,-0.19019607639549274,bearish,long,long,long_trade,win,win,0.17
2019-05-09 10:30:00,142.582,142.74,142.564,142.67600000000004,44.72573839662443,45.3703703703706,40.26598255582597,-0.009574161032194356,bearish,-0.1955612104951212,bearish,long,long,long_trade,sig_stop,no_runner,-0.040000000000048885
2019-05-09 11:30:00,142.636,142.726,142.606,142.707,46.09704641350161,44.174871073604784,42.55560031854976,-0.005333181397348703,bearish,-0.1955612104951212,bearish,long,long,long_trade,sig_stop,no_runner,-0.01300000000000523
2019-05-09 13:30:00,142.446,142.562,142.308,142.491,31.927030148353,37.913589959350304,36.269069908853055,-0.0071495107275232625,bearish,-0.18607942694441448,bearish,long,long,long_trade,win,win,0.17
2019-05-09 16:00:00,142.56799999999996,142.774,142.54,142.711,67.160228898428,65.9366611384864,48.72181128168328,0.008633969825909416,bearish,-0.18607942694441448,bearish,long,long,long_trade,win,win,0.17
2019-05-09 17:00:00,142.957,143.032,142.876,142.952,84.22535314863995,75.61979945590734,58.176104834732456,0.028707730506185688,bullish,-0.18012555123181612,bullish,short,short,short_trade,loss,no_runner,-0.10000000000002274
2019-05-09 18:00:00,143.002,143.046,142.922,142.936,84.23307626392362,84.53041620235915,56.537938562482225,0.04130858267946172,bullish,-0.18012555123181612,bullish,short,short,short_trade,running_short,win,0.07
2019-05-09 21:30:00,142.829,142.872,142.754,142.78,50.728457995068595,54.52438391892273,48.876079429860276,0.03566747934725495,bullish,-0.16744441095902113,bullish,short,short,short_trade,running_short,sig_stop,0.012000000000000455
2019-05-10 00:30:00,142.94899999999996,143.048,142.827,142.942,57.57011496097703,46.39820292313519,58.42084560913667,0.03723811501367755,bullish,-0.16744441095902113,bullish,short,short,short_trade,sig_stop,no_runner,-0.04200000000000159
2019-05-10 13:00:00,142.862,142.894,142.787,142.826,46.46753246753111,44.47565354542002,48.9872258404085,0.009050604982123338,bullish,-0.12121378497909165,bullish,short,short,short_trade,loss,no_runner,-0.08800000000002228
2019-05-10 14:00:00,142.928,142.94,142.814,142.882,54.03174603174502,51.0870610870596,51.38748283409403,0.011171518314366954,bullish,-0.12121378497909165,bullish,short,short,short_trade,running_short,sig_stop,0.04800000000000182
2019-05-10 16:30:00,142.887,142.96,142.842,142.88,43.0249632892803,39.32603665989941,51.637890630485344,0.008543406201994248,bullish,-0.12121378497909165,bullish,short,short,short_trade,loss,no_runner,-0.10000000000002274
2019-05-10 18:00:00,143.034,143.063,142.93200000000004,142.954,79.6505968072881,68.90191216558712,54.275392476099746,0.01572831865639289,bullish,-0.10604961054089104,bullish,short,short,short_trade,sig_stop,no_runner,-0.015999999999991132
2019-05-10 19:30:00,143.065,143.069,142.946,142.994,76.7580319627643,78.60751042526726,55.1670872701344,0.018972511415274243,bullish,-0.10604961054089104,bullish,short,short,short_trade,sig_stop,no_runner,-0.02600000000001046
2019-05-10 20:30:00,143.02,143.046,142.942,142.942,67.51233262861132,73.48359110997403,51.53282479342304,0.017266104859392683,bullish,-0.10604961054089104,bullish,short,short,short_trade,win,win,0.17
2019-05-12 23:30:00,142.784,142.79,142.623,142.63,20.033073920084274,24.730518200385717,36.34048436764285,-0.009787875914538358,bullish,-0.0975686676635132,bullish,short,short,short_trade,sig_stop,no_runner,-0.09600000000000364
2019-05-13 15:30:00,141.468,141.53799999999995,141.328,141.52100000000004,4.561765154985265,2.6924531939018554,16.899023223318096,-0.0898833531010155,bearish,-0.10848303498165962,bearish,long,long,long_trade,loss,no_runner,-0.2130000000000507
2019-05-13 17:00:00,141.312,141.43,141.208,141.394,5.997750055602622,6.013968221078355,19.651457293728075,-0.10866240208857424,bearish,-0.11642905231617985,bearish,long,long,long_trade,win,win,0.17
2019-05-13 23:00:00,141.464,141.514,141.46,141.514,46.37239979705698,49.101621955859024,32.93425412566665,-0.031184319960388257,bearish,-0.11315720108031968,bearish,long,long,long_trade,sig_stop,no_runner,-0.006000000000057071
2019-05-14 00:00:00,141.50799999999995,141.696,141.5,141.67600000000004,51.27426959201032,47.12693816435831,43.44400813420403,-0.0186830486245132,bearish,-0.11315720108031968,bearish,long,long,long_trade,win,win,0.17
2019-05-14 01:00:00,141.882,141.898,141.81799999999996,141.866,82.72584820820305,67.11485189008114,52.51009249589031,0.004851267792234104,bullish,-0.1015406439573624,bullish,short,short,short_trade,loss,no_runner,-0.0519999999999925
2019-05-14 02:00:00,142.032,142.039,141.971,142.01,87.36952179130043,87.05276357914488,57.92306935195477,0.027758185393839868,bullish,-0.1015406439573624,bullish,short,short,short_trade,loss,no_runner,-0.049000000000006594
2019-05-14 03:30:00,142.06799999999996,142.106,142.024,142.03,86.50897941305539,85.39932836910684,57.8383631693776,0.0475115787340335,bullish,-0.1015406439573624,bullish,short,short,short_trade,sig_stop,no_runner,-0.013999999999953161
2019-05-14 05:00:00,142.108,142.134,142.046,142.055,87.92068524371531,88.35353092909075,57.78470937114744,0.05720421472340245,bullish,-0.09225809047841428,bullish,short,short,short_trade,sig_stop,no_runner,-0.02199999999999136
2019-05-14 06:00:00,142.077,142.09799999999996,141.88,141.89,77.1341415765194,84.09268458821668,48.08423024529047,0.053966363167354175,bullish,-0.09225809047841428,bullish,short,short,short_trade,sig_stop,no_runner,-0.018000000000000682
2019-05-14 09:30:00,142.064,142.093,141.928,141.939,60.28853454821277,51.94702675340262,50.08169387200656,0.04116185808938391,bullish,-0.09242980047387828,bullish,short,short,short_trade,sig_stop,no_runner,-0.12300000000001887
2019-05-14 10:30:00,142.062,142.14600000000004,142.01,142.055,63.24981017463771,62.490508731964,55.64767002190675,0.04230554168002623,bullish,-0.09242980047387828,bullish,short,short,short_trade,running_short,win,0.07
2019-05-14 13:30:00,141.476,141.64,141.451,141.496,9.999953330129477,15.72982002860841,32.50253291944345,-0.0013160296238171193,bearish,-0.0899201596097946,bearish,long,long,long_trade,loss,no_runner,-0.06500000000002615
2019-05-14 17:00:00,141.639,141.65200000000004,141.571,141.651,35.75268817204528,36.39486260454175,43.018617253273504,-0.004218517356538928,bearish,-0.09012851325395044,bearish,long,long,long_trade,sig_stop,no_runner,-0.03499999999999659
2019-05-14 19:00:00,141.476,141.591,141.469,141.556,24.671353638516607,24.85865327067775,40.76514690501252,-0.00793861902993491,bearish,-0.09012851325395044,bearish,long,long,long_trade,sig_stop,no_runner,-0.08899999999999864
2019-05-14 20:00:00,141.467,141.518,141.436,141.512,28.55902777778193,25.47386301447351,39.99612258146926,-0.009351140605766584,bearish,-0.09012851325395044,bearish,long,long,long_trade,sig_stop,no_runner,-0.05299999999999727
2019-05-14 21:00:00,141.459,141.516,141.459,141.484,19.067956349208284,22.5886243386274,39.453409821626465,-0.009632525794147044,bearish,-0.08643108871679572,bearish,long,long,long_trade,running_long,sig_stop,0.06999999999999318
2019-05-15 00:30:00,141.394,141.5,141.392,141.5,39.03065000953196,37.73143229225246,43.723148585613146,0.00044219155600784543,bearish,-0.08643108871679572,bearish,long,long,long_trade,running_long,win,0.07
2019-05-15 04:00:00,141.562,141.593,141.54399999999995,141.586,75.69444444444737,74.53703703703755,50.168891523421344,0.013963374072143207,bearish,-0.07851274281747211,bearish,long,long,long_trade,running_long,loss,-0.06200000000006867
2019-05-15 06:00:00,141.642,141.644,141.512,141.57399999999996,85.77498731608362,84.92199391171998,48.857161766184454,0.018823052729927736,bullish,-0.0777837618900743,bullish,short,short,short_trade,sig_stop,no_runner,-0.014000000000038426
