time,open,high,low,close,fast_stoch,slow_stoch,rsi,30_sent,thirty_trend,4h_sent,four_trend,candle_dir,dt_signal,sent_signal,simple_result,running_result,profit
2019-01-09 07:30:00,138.85,138.904,138.654,138.672,62.954542583960546,62.33251749216723,53.515504865316544,0.02136912160491963,bullish,0.204900634783618,bullish,short,short,short_trade,win,loss,0.07
2019-01-09 09:00:00,139.01,139.07399999999998,138.936,138.969,82.22341668613896,78.27457431601705,63.63928553287956,0.033199340646255536,bullish,0.204900634783618,bullish,short,short,short_trade,win,win,0.17
2019-01-09 12:00:00,138.702,138.72799999999998,138.614,138.696,22.46256664030713,16.04857355192726,51.003853762763214,0.0054863279377936535,bullish,0.1961257138183232,bullish,short,short,short_trade,loss,no_runner,-0.0519999999999925
2019-01-09 13:00:00,138.74,138.778,138.55100000000002,138.606,28.084868788385226,27.99747940680919,47.03778045496006,0.0008377742193090358,bullish,0.1961257138183232,bullish,short,short,short_trade,win,win,0.17
2019-01-09 19:30:00,138.341,138.602,138.284,138.543,59.40889900411537,53.259335821739256,52.113602331397935,-0.0250067185026407,bearish,0.17145058320736606,bearish,long,long,long_trade,sig_stop,no_runner,-0.15100000000001046
2019-01-09 21:30:00,138.26,138.33,138.218,138.33,53.51775956284282,57.83651734738793,46.53534639587129,-0.022662021677807696,bearish,0.17145058320736606,bearish,long,long,long_trade,win,win,0.17
2019-01-10 01:30:00,138.002,138.064,137.876,138.053,15.837958324348293,25.437018887304372,38.71609194575433,-0.02330908352693064,bearish,0.15259431065113416,bearish,long,long,long_trade,sig_stop,no_runner,-0.08500000000000796
2019-01-10 02:30:00,137.968,138.042,137.907,138.026,19.237832874195774,17.313820420147078,39.07139880252149,-0.030747198151989886,bearish,0.13503537364555354,bearish,long,long,long_trade,sig_stop,no_runner,-0.014000000000010004
2019-01-10 03:30:00,138.012,138.084,137.988,138.056,22.89515771140604,20.044555344361672,40.7862417388801,-0.0312953373267887,bearish,0.13503537364555354,bearish,long,long,long_trade,loss,no_runner,-0.08800000000002228
2019-01-10 04:30:00,137.986,138.06,137.959,138.039,22.948328267476395,22.47467769711467,41.18871382822144,-0.030299534753094836,bearish,0.13503537364555354,bearish,long,long,long_trade,loss,no_runner,-0.09999999999999432
2019-01-10 05:30:00,137.958,138.028,137.92600000000002,137.994,18.389057750758813,19.773725092872787,40.3395800906536,-0.029148666973541036,bearish,0.13503537364555354,bearish,long,long,long_trade,sig_stop,no_runner,-0.006000000000000227
2019-01-10 08:30:00,137.674,137.845,137.662,137.75799999999998,22.206118129931344,16.07010966179018,35.43975038933202,-0.03686551034939198,bearish,0.11974870926066312,bearish,long,long,long_trade,win,win,0.17
2019-01-10 12:00:00,137.656,137.695,137.595,137.686,25.38912649223975,35.397908713859586,37.520162381792886,-0.02001326686881108,bearish,0.11013945115032003,bearish,long,long,long_trade,win,win,0.17
2019-01-10 19:30:00,138.26,138.30200000000002,138.188,138.192,75.17554545418206,75.43879355142913,55.043021127772036,0.04159188169227239,bullish,0.10205117010198927,bullish,short,short,short_trade,sig_stop,no_runner,-0.012000000000000455
2019-01-10 21:00:00,138.27100000000002,138.312,138.22899999999998,138.266,81.20300751879472,78.75401516268222,57.70579642211533,0.04232478304027372,bullish,0.10205117010198927,bullish,short,short,short_trade,loss,no_runner,-0.06600000000003092
2019-01-10 23:00:00,138.262,138.269,138.114,138.141,57.35051221562642,68.50664389325873,50.46206694469701,0.03343693903300976,bullish,0.09924340679821553,bullish,short,short,short_trade,running_short,sig_stop,-0.021000000000015007
2019-01-11 02:00:00,138.275,138.28,138.112,138.17,53.81924749479783,58.99665973403847,50.808052281082276,0.022308590652120274,bullish,0.09450244124500301,bullish,short,short,short_trade,sig_stop,no_runner,-0.020000000000010232
2019-01-11 05:00:00,138.304,138.32399999999998,138.236,138.256,70.73903171464077,57.6185942039573,54.942374714628436,0.017290543208179954,bullish,0.09450244124500301,bullish,short,short,short_trade,win,loss,0.07
2019-01-11 13:00:00,138.726,138.863,138.664,138.78799999999998,75.08818342151686,75.323339212228,61.40580304293553,0.05140800151207301,bearish,0.10050391688789544,bearish,long,long,long_trade,win,win,0.17
2019-01-11 18:30:00,139.412,139.488,139.366,139.401,92.79484509181744,94.25416807633556,69.6532858870963,0.07863980574110699,bullish,0.1429184513937895,bullish,short,short,short_trade,running_short,sig_stop,0.02800000000002001
2019-01-11 21:00:00,139.441,139.474,139.316,139.39,87.18228031953501,85.82667634955196,65.36023642919159,0.06224931492262122,bullish,0.1429184513937895,bullish,short,short,short_trade,running_short,loss,-0.10400000000001342
2019-01-13 23:00:00,139.561,139.584,139.416,139.458,88.2141203036726,88.63225929444519,63.70104110003747,0.04795245589916719,bullish,0.14840255567667027,bullish,short,short,short_trade,win,win,0.17
2019-01-14 02:00:00,139.126,139.19899999999998,139.09799999999998,139.142,9.725051759832589,17.08837319581192,49.354816624268295,-0.0015415876991563544,bearish,0.14562587119778614,bearish,long,long,long_trade,loss,no_runner,-0.06400000000002137
2019-01-14 03:30:00,138.861,138.915,138.81799999999998,138.906,7.047698601383343,6.172311822199143,41.58870732602831,-0.035057509561289564,bearish,0.14562587119778614,bearish,long,long,long_trade,running_long,sig_stop,-0.043000000000006366
2019-01-14 05:00:00,138.863,138.904,138.822,138.866,11.181434599155647,12.278481012657346,40.80672196009912,-0.052463210769287116,bearish,0.14562587119778614,bearish,long,long,long_trade,running_long,loss,-0.06400000000002137
2019-01-14 06:30:00,138.809,138.921,138.79399999999998,138.915,16.107564741333235,12.287506386250069,44.878942163532436,-0.05818038291518176,bearish,0.1382969221355893,bearish,long,long,long_trade,loss,no_runner,-0.14100000000001955
2019-01-14 09:30:00,138.74,138.827,138.69,138.803,30.13458584867436,26.045659806552052,42.47479416247221,-0.06193727316066312,bearish,0.1382969221355893,bearish,long,long,long_trade,loss,no_runner,-0.13300000000000978
2019-01-14 11:30:00,138.804,139.201,138.79,139.168,65.02713219179056,53.730568936083145,60.070647668575724,-0.039931896433672925,bearish,0.13578575252983838,bearish,long,long,long_trade,sig_stop,no_runner,-0.10599999999999454
2019-01-14 13:30:00,138.968,139.132,138.947,138.982,59.105431309904425,66.01492141052476,51.4981284732578,-0.024001052881690563,bearish,0.13578575252983838,bearish,long,long,long_trade,loss,no_runner,-0.05500000000000682
2019-01-14 18:30:00,139.488,139.53799999999998,139.30100000000002,139.305,49.57295575272801,52.13166724855938,53.628159632887936,0.026559550411241542,bullish,0.14246122574484896,bullish,short,short,short_trade,win,win,0.17
2019-01-15 01:30:00,139.875,140.053,139.806,139.83,88.20552427269155,89.26585325196902,68.26726104682628,0.029658463915104474,bullish,0.15655128379107008,bullish,short,short,short_trade,running_short,sig_stop,-0.03499999999999659
2019-01-15 06:00:00,140.412,140.434,140.236,140.249,92.56486413934086,94.44022654905224,68.72761969911657,0.06461009259168188,bullish,0.17802297022573915,bullish,short,short,short_trade,win,win,0.17
2019-01-15 14:30:00,139.15200000000002,139.35,139.106,139.265,15.452379954157605,17.708724582600762,40.3586149337599,-0.07408684330330706,bearish,0.11956231457874185,bearish,long,long,long_trade,loss,no_runner,-0.17900000000000205
2019-01-15 16:30:00,138.616,138.809,138.556,138.732,10.082648478239532,9.907596505929376,31.520955383396874,-0.10172849051783618,bearish,0.11956231457874185,bearish,long,long,long_trade,loss,no_runner,-0.19599999999999795
2019-01-15 19:00:00,137.906,138.232,137.888,138.093,8.991863440131008,6.3069395290038335,27.429479506191512,-0.1472841414529237,bearish,0.12596185536719354,bearish,long,long,long_trade,loss,no_runner,-0.22499999999999432
2019-01-16 10:30:00,139.941,139.98,139.738,139.91,78.50305713683376,76.48807856773836,58.97950502991333,0.042775626072229664,bullish,0.1170608737827547,bullish,short,short,short_trade,sig_stop,no_runner,-0.009999999999990905
2019-01-16 11:30:00,139.92,139.96200000000002,139.797,139.86,77.21132897603452,78.81837561786938,57.151352887303325,0.041115979336501234,bullish,0.1170608737827547,bullish,short,short,short_trade,win,loss,0.07
2019-01-16 13:00:00,140.148,140.247,139.81799999999998,139.864,68.40119862217749,70.23936943067636,54.388582442860525,0.03732592206285991,bullish,0.1170608737827547,bullish,short,short,short_trade,win,loss,0.07
