time,open,high,low,close,VWMA,Volume,Volume MA,Plot,Plot,Bearish Divergence2
1463346000,155.794,156.182,155.671,156.144,157.03051957661071,29950,45499.45,0.011309379211515147,0.011309379211515147,NaN
1463360400,156.144,156.574,156.036,156.221,156.98838848955327,29669,45979.1,-0.004658397605822123,-0.004658397605822123,NaN
1463374800,156.221,156.45,155.955,156.199,156.934857881949,42543,46959.2,-0.017657090757155644,-0.017657090757155644,NaN
1463389200,156.199,156.573,155.976,156.546,156.90762095601775,42066,47116.3,-0.018147332931152064,-0.018147332931152064,NaN
1463403600,156.546,157.006,156.335,156.979,156.92229511605956,49250,47004.05,-0.0065835595033896105,-0.0065835595033896105,NaN
1463418000,156.979,157.093,156.794,156.964,156.92238001249248,19581,45468.9,0.0020297857329752596,0.0020297857329752596,NaN
1463432400,156.964,157.828,156.93,157.376,156.93428413309104,34148,43669.5,0.01976965372936823,0.01976965372936823,NaN
1463446800,157.376,157.935,157.342,157.793,156.9797207242489,37226,44308,0.044438018615903616,0.044438018615903616,NaN
1463461200,157.793,158.981,157.717,158.625,157.10153374557373,62372,46267.55,0.0853048171152677,0.0853048171152677,NaN
1463475600,158.625,158.918,157.899,158.055,157.15918827289917,59515,47710,0.10011372242550742,0.10011372242550742,NaN
1463490000,158.055,158.207,157.274,157.806,157.20524284190986,77888,49140.2,0.10310444649381578,0.10310444649381578,NaN
1463504400,157.806,157.892,157.596,157.811,157.14829157244546,22207,46477.3,0.10370962958021872,0.10370962958021872,NaN
1463518800,157.811,157.871,157.181,157.206,157.1063605318419,26419,43505.45,0.0859067287689159,0.0859067287689159,NaN
1463533200,157.206,157.92,157.022,157.409,157.11077878861306,42525,44391.25,0.07593745690657513,0.07593745690657513,NaN
1463547600,157.409,158.332,157.4,157.849,157.15157489250967,54618,45864.4,0.07859966894330267,0.07859966894330267,NaN
1463562000,157.849,159.303,157.54,159.257,157.30391239326795,69411,47753.75,0.117198946824666,0.117198946824666,NaN
1463576400,159.257,160.426,159.225,160.294,157.64291478045965,99497,49638.85,0.17299661519565782,0.17299661519565782,NaN
1463590800,160.294,160.877,160.16,160.845,157.95241931444664,80214,50193,0.22803365388110075,0.22803365388110075,NaN
1463605200,160.845,160.934,160.523,160.593,158.17989777010212,26359,46869.85,0.2597791688353359,0.2597791688353359,NaN
1463619600,160.593,160.802,160.222,160.45,158.34307538649847,35944,47070.1,0.27578783142667396,0.27578783142667396,NaN
1463634000,160.45,161.645,160.206,161.24,158.6226211704549,72183,49181.75,0.30447595967478236,0.30447595967478236,NaN
1463648400,161.24,161.39,160.476,160.67,158.84112293448206,75013,51448.95,0.3056311156104144,0.3056311156104144,NaN
1463662800,160.67,160.81,160.135,160.49,159.11683390680585,116204,55132,0.29583929673369097,0.29583929673369097,0.29583929673369097
1463677200,160.49,160.819,160.41,160.635,159.2579601680708,30159,54536.65,0.28639942086858683,0.28639942086858683,NaN
1463691600,160.635,160.702,160.358,160.605,159.39118228233602,21840,53166.15,0.27254924659990554,0.27254924659990554,NaN
1463706000,160.605,160.747,160.505,160.622,159.4682131493689,28492,53611.7,0.2566756986219423,0.2566756986219423,NaN
1463720400,160.622,161.066,160.279,160.768,159.60037148778264,56308,54719.7,0.24288964322648998,0.24288964322648998,NaN
1463734800,160.768,161.013,160.409,160.713,159.72279084380247,62751,55995.95,0.2254223690142968,0.2254223690142968,NaN
1463749200,160.713,160.843,160.239,160.365,159.8261085565941,75696,56662.15,0.19737018693035902,0.19737018693035902,NaN
1463763600,160.365,160.389,159.524,159.647,159.9163933412059,31427,55257.75,0.15146920911565387,0.15146920911565387,NaN
1463950800,159.682,159.828,159.204,159.257,160.05491317767178,27669,52746.8,0.1012751980195683,0.1012751980195683,NaN
1463965200,159.257,159.598,159.024,159.542,160.0830285931676,38436,53558.25,0.06679198205573056,0.06679198205573056,NaN
1463979600,159.542,159.618,158.496,159.326,160.10440045415885,68962,55685.4,0.03148067518512865,0.03148067518512865,NaN
1463994000,159.326,159.386,158.231,158.265,160.0958186354016,67628,56940.55,-0.026785292044089304,-0.026785292044089304,NaN
1464008400,158.265,158.65,158.095,158.388,160.09040656397588,75531,57986.2,-0.06987911236088751,-0.06987911236088751,NaN
1464022800,158.388,158.452,158.043,158.207,160.10220751278925,23734,55702.35,-0.10870095107128264,-0.10870095107128264,NaN
1464037200,158.207,158.416,158.099,158.293,160.04335022929158,23213,51888.15,-0.13631515263805172,-0.13631515263805172,NaN
1464051600,158.293,158.677,158.237,158.334,159.92189036824337,32748,49514.85,-0.15595230294867368,-0.15595230294867368,NaN
1464066000,158.334,159.445,158.123,159.237,159.86307938466126,62293,51311.55,-0.14569407989661542,-0.14569407989661542,NaN
1464080400,159.237,160.364,159.197,160.245,159.86984834491932,74102,53219.45,-0.10949672987735726,-0.10949672987735726,NaN
1464094800,160.245,160.995,160.134,160.859,159.85688615343264,85859,53903.25,-0.06436895819374411,-0.06436895819374411,NaN
1464109200,160.859,161.05,160.791,160.942,159.8253364845622,26282,51466.7,-0.027384890747261914,-0.027384890747261914,NaN
1464123600,160.942,161.028,160.775,160.921,159.77217727916224,24978,46905.4,-0.00012606483247890043,-0.00012606483247890043,NaN
1464138000,160.921,160.992,160.438,160.761,159.77499092249087,28982,46846.55,0.015379699994451212,0.015379699994451212,NaN
1464152400,160.761,161.529,160.462,161.473,159.860137586186,59549,48732,0.04510560237728012,0.04510560237728012,NaN
1464166800,161.473,162.25,160.975,162.239,160.00888038218383,72839,50949.35,0.08683895658757723,0.08683895658757723,NaN
1464181200,162.239,162.53,161.857,161.866,160.12179907937934,86830,52475.45,0.10636410762043469,0.10636410762043469,NaN
1464195600,161.866,162.229,161.863,161.888,160.1344204140628,28258,50750.8,0.11898475576351619,0.11898475576351619,NaN
1464210000,161.888,162.058,160.95,161.117,160.15430591092044,37533,48842.65,0.10453638350384264,0.10453638350384264,NaN
1464224400,161.117,161.551,160.928,161.463,160.2180517721702,35603,49051.45,0.09949959090943239,0.09949959090943239,NaN
1464238800,161.463,162.179,161.184,161.463,160.31807468655742,60062,50671.1,0.09245240480846906,0.09245240480846906,NaN
1464253200,161.463,161.986,161.407,161.41,160.4203039081602,70570,52277.8,0.08249139870445954,0.08249139870445954,NaN
1464267600,161.41,161.509,160.747,160.891,160.53295818924138,96503,53654.85,0.05778744188288498,0.05778744188288498,NaN
1464282000,160.891,161.073,160.719,160.997,160.69414867363295,28709,51708.9,0.038930980685145444,0.038930980685145444,NaN
1464296400,160.997,161.132,160.709,161.107,160.88176017194434,25162,49190.45,0.025013802718040767,0.025013802718040767,NaN
1464310800,161.107,161.422,161.057,161.165,160.9530843397995,23565,49182,0.013740180981411942,0.013740180981411942,NaN
1464325200,161.165,161.278,160.538,160.713,161.00339248856923,46252,50333.95,-0.009107235336886177,-0.009107235336886177,NaN
1464339600,160.713,160.917,160.157,160.386,161.05950320559873,48655,51129.3,-0.037186072173627904,-0.037186072173627904,NaN
1464354000,160.386,160.953,160.287,160.887,161.160695760396,59755,51002.4,-0.046450458471245515,-0.046450458471245515,NaN
1464368400,160.887,161.37,160.771,161.077,161.22652664246237,37334,49164,-0.049358243837525295,-0.049358243837525295,NaN
1464555600,161.223,162.125,161.193,161.791,161.2850078815146,41358,46938.95,-0.03308398299352244,-0.03308398299352244,NaN
1464570000,161.791,162.631,161.75,162.412,161.33387023038864,32994,47274.55,-0.004684089703617,-0.004684089703617,NaN
1464584400,162.412,162.891,162.188,162.2,161.38967039891966,50661,48558.7,0.010128367404477756,0.010128367404477756,NaN
1464598800,162.2,162.755,162.081,162.513,161.44742792033747,33971,48808.15,0.028357872611726176,0.028357872611726176,NaN
1464613200,162.513,162.684,162.282,162.629,161.47471643343025,22989,46980.15,0.04360461221952261,0.04360461221952261,NaN
1464627600,162.629,162.724,162.514,162.662,161.43284431995403,15764,44126.4,0.05402779463680807,0.05402779463680807,NaN
1464642000,162.662,162.71,162.145,162.585,161.42747979934626,28805,41225.15,0.05754158024280576,0.05754158024280576,NaN
1464656400,162.585,163.895,162.583,163.118,161.5080608672068,47937,42209.1,0.07212400288170673,0.07212400288170673,NaN
1464670800,163.118,163.377,161.562,161.892,161.55970877001354,81206,44392.75,0.0474317353571706,0.0474317353571706,NaN
1464685200,161.892,162.899,161.892,162.868,161.66221216233552,69594,46092.3,0.05222538589901937,0.05222538589901937,NaN
1464699600,162.868,162.911,160.42,160.647,161.5661597924258,103074,48242.9,-0.006711244269729022,-0.006711244269729022,NaN
1464714000,160.647,160.688,159.849,160.294,161.5153364163636,46237,47026.25,-0.0636190580699263,-0.0636190580699263,NaN
1464728400,160.294,160.501,159.849,159.969,161.53441472374115,28202,43611.2,-0.11725346041874873,-0.11725346041874873,NaN
1464742800,159.969,160.663,159.969,160.055,161.49174183192036,35792,43965.35,-0.1563161271896738,-0.1563161271896738,NaN
1464757200,160.055,160.06,158.809,158.876,161.2123239852072,106297,48022.1,-0.2176182006127073,-0.2176182006127073,NaN
1464771600,158.876,159.208,157.352,157.352,160.83662009479823,101332,51910.45,-0.3044610374953144,-0.3044610374953144,NaN
1464786000,157.352,158.16,157.224,158.149,160.55028816936635,120663,55631,-0.3468085364065201,-0.3468085364065201,NaN
1464800400,158.149,158.176,157.712,157.884,160.46368315888108,38818,55139.15,-0.38254789032047287,-0.38254789032047287,NaN
1464814800,157.884,157.96,157.494,157.625,160.3412781780264,37690,54035.9,-0.4122845625439287,-0.4122845625439287,NaN
1464829200,157.625,157.811,156.938,157.65,160.10626156834684,88649,56601.65,-0.4290509322946281,-0.4290509322946281,NaN
1464843600,157.65,157.769,157.012,157.407,159.82044222403428,100296,59548.55,-0.44258074244568774,-0.44258074244568774,NaN
1464858000,157.407,157.737,157.105,157.147,159.54890502821408,95311,62664.4,-0.4536857688747996,-0.4536857688747996,NaN
1464872400,157.147,157.328,156.581,156.967,159.27069456343415,86937,64478.2,-0.4604062102078581,-0.4604062102078581,NaN
1464886800,156.967,157.223,156.859,157.008,159.14363993987754,23124,63935.85,-0.45747253262260235,-0.45747253262260235,NaN
1464901200,157.008,157.186,156.747,157.038,159.03184741385576,30221,64297.45,-0.44722925473564545,-0.44722925473564545,NaN
1464915600,157.038,157.24,156.329,156.496,158.89066717984733,50988,66058.65,-0.4468021343128209,-0.4468021343128209,NaN
1464930000,156.496,157.159,156.449,157.096,158.72350560555788,67354,67986.1,-0.4229395554856307,-0.4229395554856307,NaN
1464944400,157.096,157.274,155.999,156.305,158.40949689537229,95630,70370.75,-0.4187672487028262,-0.4187672487028262,NaN
1464958800,156.305,156.665,154.86,154.964,157.81475683585984,177479,75184.4,-0.44469155957349915,-0.44469155957349915,NaN
1464973200,154.964,155.012,154.556,154.574,157.4743192260461,47079,74058.65,-0.46767222162586286,-0.46767222162586286,NaN
1465160400,154.099,154.541,152.946,153.474,157.02156896457396,83695,73089.7,-0.5070508692972753,-0.5070508692972753,NaN
1465174800,153.474,154.285,153.393,154.064,156.7939665507563,62593,73907.5,-0.5126093077593448,-0.5126093077593448,NaN
1465189200,154.064,154.862,153.514,154.671,156.61813060012443,84951,76744.95,-0.49118044721352017,-0.49118044721352017,NaN
1465203600,154.671,154.903,153.889,154.421,156.43858490413587,72436,78577.15,-0.47216800189237573,-0.47216800189237573,NaN
1465218000,154.421,155.416,154.222,154.649,156.1436470006713,115791,79051.85,-0.44223729739020967,-0.44223729739020967,NaN
1465232400,154.649,155.65,154.591,155.282,156.0326712170044,55639,76767.2,-0.39319700998180385,-0.39319700998180385,NaN
1465246800,155.282,155.553,154.996,155.171,155.83743105649452,31271,72297.6,-0.3501108655893057,-0.3501108655893057,NaN
1465261200,155.171,157.951,155.107,156.418,155.81035753399613,68046,73759,-0.2754662858429153,-0.2754662858429153,NaN
1465275600,156.418,157.288,155.862,157.238,155.8401451877001,79560,75852.5,-0.18898412214984228,-0.18898412214984228,NaN
1465290000,157.238,157.547,156.52,156.53,155.76447077966574,68382,74839.15,-0.13599694443323884,-0.13599694443323884,NaN
1465304400,156.53,156.692,155.767,156.301,155.68065376353312,76876,73668.15,-0.09686016786691254,-0.09686016786691254,NaN
1465318800,156.301,156.353,156.042,156.101,155.58948886868538,27622,70283.7,-0.06829047134963528,-0.06829047134963528,NaN
1465333200,156.101,156.153,155.444,155.714,155.50329964872688,28931,67383.4,-0.053424132164437754,-0.053424132164437754,NaN
1465347600,155.714,156.117,155.164,155.717,155.48593972663912,51072,68780.8,-0.03886343968156081,-0.03886343968156081,NaN
1465362000,155.717,156.084,155.107,155.616,155.45842741409203,62764,70407.95,-0.02757635603423958,-0.02757635603423958,NaN
1465376400,155.616,156.26,155.587,155.766,155.43398812025615,59442,70830.65,-0.012210116283429384,-0.012210116283429384,NaN
1465390800,155.766,155.896,155.029,155.226,155.34419307629653,77954,71360.65,-0.012595669499391504,-0.012595669499391504,NaN
1465405200,155.226,155.332,154.949,155.16,155.2722381144377,35033,68330.8,-0.012371925588735233,-0.012371925588735233,NaN
1465419600,155.16,155.323,154.87,154.914,155.30831308886556,29945,60954.1,-0.016546239776778715,-0.016546239776778715,NaN
1465434000,154.914,155.009,154.459,154.612,155.3104715644289,45873,60893.8,-0.025578000212042262,-0.025578000212042262,NaN
1465448400,154.612,155.076,153.644,154.089,155.36030686266523,76442,60531.15,-0.044208229803138654,-0.044208229803138654,NaN
1465462800,154.089,154.665,153.719,154.558,155.3852407396711,63482,60575.6,-0.04312603628045297,-0.04312603628045297,NaN
1465477200,154.558,154.576,153.853,154.155,155.36214356297702,71819,59919,-0.05034197685191666,-0.05034197685191666,NaN
1465491600,154.155,155.278,154.051,154.764,155.39835850785062,43188,58456.6,-0.03647658290643796,-0.03647658290643796,NaN
1465506000,154.764,154.975,154.517,154.899,155.46473009256474,29797,54156.9,-0.019282849975796323,-0.019282849975796323,NaN
1465520400,154.899,155.038,154.532,154.663,155.4495487216782,32758,53012.85,-0.009816950906643362,-0.009816950906643362,NaN
1465534800,154.663,154.903,153.789,154.502,155.39777906860309,69192,54908.9,-0.0044707106013538445,-0.0044707106013538445,NaN
1465549200,154.502,154.562,153.736,154,155.25252130513215,64041,54708.65,-0.011637289521444938,-0.011637289521444938,NaN
1465563600,154,154,152.947,153.572,154.95911208599318,100736,55767.45,-0.026396881292484964,-0.026396881292484964,NaN
1465578000,153.572,153.67,151.5,152.329,154.6871213440355,75206,56108.65,-0.06886329500479316,-0.06886329500479316,NaN
1465765200,152.271,152.325,150.653,151.238,154.4061681001575,53536,54941.65,-0.1280195116800038,-0.1280195116800038,NaN
1465779600,151.238,151.333,150.184,150.305,154.12180815330487,67542,56937.65,-0.19485917637700578,-0.19485917637700578,NaN
1465794000,150.305,150.89,149.753,149.967,153.72420781197178,105185,60750.35,-0.25041444178357297,-0.25041444178357297,NaN
1465808400,149.967,150.558,149.469,150.064,153.36852839246225,94480,62920.75,-0.28445108190438595,-0.28445108190438595,NaN
1465822800,150.064,152.392,149.958,151.01,152.96326492901628,175856,68575.35,-0.278152950824994,-0.278152950824994,-0.278152950824994
1465837200,151.01,151.68,150.731,151.49,152.79670669028957,39745,67590.5,-0.25315470878921986,-0.25315470878921986,NaN
1465851600,151.49,151.49,150.445,150.749,152.57566869259858,50473,66216.45,-0.24699955598079115,-0.24699955598079115,NaN
1465866000,150.749,150.825,150.221,150.31,152.42566715349446,48618,66895.7,-0.24731483737991544,-0.24731483737991544,NaN
1465880400,150.31,150.31,149.189,149.513,152.135000253414,116579,71227.4,-0.26225269259690354,-0.26225269259690354,NaN
1465894800,149.513,150.35,149.314,150.118,151.90560149071797,113358,74601.65,-0.2502660537879591,-0.2502660537879591,NaN
1465909200,150.118,150.423,149.233,150.069,151.64808266293542,125160,77037.55,-0.23518149841634783,-0.23518149841634783,NaN
1465923600,150.069,150.069,149.398,149.675,151.4647179373887,48137,76270.3,-0.22719103101796323,-0.22719103101796323,NaN
1465938000,149.675,150.001,149.283,149.748,151.29545470866938,34137,74386.2,-0.2121191580430435,-0.2121191580430435,NaN
1465952400,149.748,150.296,149.656,150.034,151.1490399534096,55336,74993.6,-0.1859535328346238,-0.1859535328346238,NaN
1465966800,150.034,151.181,150.008,150.853,151.06148388627057,81428,77575.15,-0.1371058310954294,-0.1371058310954294,NaN
1465981200,150.853,151.036,150.246,150.333,150.95225421240812,77373,79805.9,-0.10762827233694994,-0.10762827233694994,NaN
1465995600,150.333,150.474,149.953,150.09,150.7486190352907,99180,81305.3,-0.0861316962363694,-0.0861316962363694,NaN
1466010000,150.09,150.676,149.473,150.557,150.6117905173002,100626,83134.55,-0.051932246281889194,-0.051932246281889194,NaN
1466024400,150.557,150.648,149.798,149.881,150.4110782360864,28871,79541.3,-0.0393395884572747,-0.0393395884572747,NaN
1466038800,149.881,150.103,147.615,147.763,150.1706699090509,91428,80352.4,-0.08274176636982045,-0.08274176636982045,NaN
1466053200,147.763,147.807,146.378,147.561,149.92141190205973,139842,84667.7,-0.11703407701782309,-0.11703407701782309,NaN
1466067600,147.561,147.975,146.952,147.087,149.74864534223533,95797,86080.45,-0.15102099854938045,-0.15102099854938045,NaN
1466082000,147.087,148.459,145.389,147.942,149.57196654710117,161120,88877.2,-0.14819967573604842,-0.14819967573604842,NaN
1466096400,147.942,148.845,147.807,148.046,149.46784461158558,90556,88681,-0.13711912727372888,-0.13711912727372888,-0.13711912727372888
1466110800,148.046,149.783,147.924,149.462,149.3036164739841,55558,82666.1,-0.08424671642440029,-0.08424671642440029,NaN
1466125200,149.462,149.667,148.255,148.465,149.21785600617395,68384,84098.05,-0.06505855777694558,-0.06505855777694558,NaN
1466139600,148.465,149.246,148.26,149.031,149.16210573981076,104301,86789.45,-0.030007780401266393,-0.030007780401266393,NaN
1466154000,149.031,149.241,148.336,148.831,149.11420994398605,88274,88772.25,-0.00392798932299554,-0.00392798932299554,NaN
1466168400,148.831,149.376,148.5,149.185,149.0920095701056,103915,88139.05,0.029761262432953073,0.029761262432953073,NaN
1466182800,149.185,149.922,149.058,149.408,149.03271715364687,49312,84936.75,0.06525933933911787,0.06525933933911787,NaN
1466370000,151.324,152.96,150.879,152.611,149.11093006966257,72220,82289.75,0.18222227938519198,0.18222227938519198,NaN
1466384400,152.611,152.956,152.274,152.684,149.21327676549734,54936,82629.7,0.275772273134796,0.275772273134796,NaN
1466398800,152.684,153.519,152.237,153.16,149.440606465829,103828,86114.25,0.3604456705923378,0.3604456705923378,NaN
1466413200,153.16,153.314,152.495,152.984,149.59084394489838,83484,87521.65,0.4190887050291867,0.4190887050291867,NaN
1466427600,152.984,153.64,152.74,152.992,149.72812645380867,101689,88534.7,0.46140897013684445,0.46140897013684445,NaN
1466442000,152.992,153.178,151.675,152.504,149.81036670553442,69074,88119.75,0.4767879078039008,0.4767879078039008,NaN
1466456400,152.504,152.781,151.696,152.129,149.86182762958225,49985,85660,0.47389315340462534,0.47389315340462534,NaN
1466470800,152.129,152.695,152.042,152.592,149.8965630525275,46733,82965.35,0.4793731698459749,0.4793731698459749,NaN
1466485200,152.592,154.278,152.592,154.133,150.1323547394927,95983,86320.95,0.520277832626189,0.520277832626189,NaN
1466499600,154.133,154.394,153.171,153.586,150.46113642916228,102702,86884.65,0.53133412572075,0.53133412572075,NaN
1466514000,153.586,154.111,153.221,153.389,150.9097187435811,125523,86168.7,0.5283249545004091,0.5283249545004091,NaN
1466528400,153.389,154.008,153.218,153.358,151.20639592709483,54220,84089.85,0.5187528223326243,0.5187528223326243,NaN
1466542800,153.358,153.911,153.239,153.317,151.59735011018623,39866,78027.15,0.5037886817791305,0.5037886817791305,NaN
1466557200,153.317,153.629,153.218,153.541,151.86635553957245,44092,75703.95,0.4918769814216629,0.4918769814216629,NaN
1466571600,153.541,153.722,152.85,153.075,152.01302649373557,75653,76708.7,0.4636815191310363,0.4636815191310363,NaN
1466586000,153.075,154.056,152.993,153.961,152.27587832734707,84657,77522.35,0.4597294590287927,0.4597294590287927,NaN
1466600400,153.961,154.58,153.246,153.628,152.60454399745822,133718,78993.2,0.44151227089619616,0.44151227089619616,NaN
1466614800,153.628,153.846,152.865,153.469,152.8547412594287,65259,77842.45,0.41706912912866956,0.41706912912866956,NaN
1466629200,153.469,155.697,153.303,155.199,153.1767213496069,42761,74784.75,0.4391686678940118,0.4391686678940118,NaN
