time,open,high,low,close,%K,%D,RSI,Plot
2019-01-07 23:30:00,138.887,138.96,138.84,138.888,86.20521710825541,89.7509091483544,67.14186251744323,0.016784233422164174
2019-01-08 00:00:00,138.888,139.018,138.868,138.924,82.27375245002662,86.24014786252997,68.419527141089,0.014714945801324653
2019-01-08 00:30:00,138.924,139.017,138.895,138.94899999999998,82.33463059171302,83.60453338333166,69.31193946900166,0.012930960119927115
2019-01-08 01:00:00,138.94899999999998,138.976,138.678,138.743,69.95884773662569,78.18907692612173,55.41584424122043,0.005140615080947431
2019-01-08 01:30:00,138.743,138.754,138.54399999999998,138.585,45.95596534180661,66.08314789004841,47.542779097803745,-0.005890283218776049
2019-01-08 02:00:00,138.585,138.694,138.558,138.67,26.215901790207838,47.376904956213366,51.53219882386868,-0.012680302207584315
2019-01-08 02:30:00,138.67,138.87,138.666,138.84799999999998,33.12236286919728,35.098076667070565,58.62793431125087,-0.013546430065336844
2019-01-08 03:00:00,138.84799999999998,138.89600000000002,138.734,138.738,43.881856540083,34.406707066496026,53.422841801890065,-0.017589216082300574
2019-01-08 03:30:00,138.738,138.976,138.685,138.914,61.04078762306509,46.0150023441151,59.60272907160646,-0.016286381955256782
2019-01-08 04:00:00,138.914,139.018,138.908,138.98,70.32348804500458,58.415377402717546,61.65723295983037,-0.013825552471118774
2019-01-08 04:30:00,138.98,139.09,138.94899999999998,139.067,88.60991329345586,73.32472965384183,64.23904182500436,-0.009932129157498916
2019-01-08 05:00:00,139.067,139.093,138.936,138.938,86.51250565548031,81.81530233131356,58.00251748693314,-0.01083194090342682
2019-01-08 05:30:00,138.938,138.96200000000002,138.847,138.85,74.4306998405354,83.18437292982385,54.141087314812744,-0.01432547701732445
2019-01-08 06:00:00,138.85,139.078,138.79399999999998,139.034,72.25258044930104,77.7319286484389,60.11945068035625,-0.012409690236427571
2019-01-08 06:30:00,139.034,139.059,138.96,139.034,78.08136004857292,74.92154677946975,60.11945068035625,-0.011300544358662457
2019-01-08 07:00:00,139.034,139.442,138.936,139.22899999999998,84.92899961190173,78.42098003659187,65.62704101942333,-0.00555387415724512
2019-01-08 07:30:00,139.22899999999998,139.32399999999998,139.054,139.088,75.37095860327783,79.4604394212508,59.254786419263446,-0.00539128582109505
2019-01-08 08:00:00,139.088,139.105,138.851,139.067,65.03340757238269,75.11112192918738,58.346114511649425,-0.006317311757115307
2019-01-08 08:30:00,139.067,139.211,138.998,139.178,62.98511523848796,67.79649380471612,61.69023219074909,-0.004498781802594887
2019-01-08 09:00:00,139.178,139.28799999999998,138.982,139.114,62.036079963459684,63.351534258110064,58.76098013853007,-0.005313529136836415
2019-01-08 09:30:00,139.114,139.129,138.96200000000002,139.0,56.49311006803168,60.5047684233264,53.85551615640822,-0.00951117399895704
2019-01-08 10:00:00,139.0,139.0,138.65200000000002,138.72799999999998,36.32127892077345,51.61682298408822,44.343550755739344,-0.02054081345510605
2019-01-08 10:30:00,138.72799999999998,138.856,138.658,138.708,19.440161864790515,37.41818361786517,43.73192684229682,-0.029869484914817862
2019-01-08 11:00:00,138.708,138.734,138.526,138.64600000000002,9.936432480239256,21.899291088601032,41.80685107978015,-0.038853317954812255
2019-01-08 11:30:00,138.64600000000002,138.98,138.64600000000002,138.888,19.90289831039323,16.426497551807618,50.89337298380613,-0.03918298638904608
2019-01-08 12:00:00,138.888,138.93,138.722,138.81,27.874818049489328,19.23804961337389,48.276826505521186,-0.041435261582910034
2019-01-08 12:30:00,138.81,138.828,138.482,138.661,29.72328360019375,25.833666653358726,43.65919481690975,-0.04705128672863168
2019-01-08 13:00:00,138.661,138.776,138.59,138.61,20.99451115963151,26.19753760310482,42.17231254480805,-0.05251970468461592
2019-01-08 13:30:00,138.61,138.704,138.553,138.656,16.701388888889593,22.473061216238246,44.0240304461726,-0.05514168041889755
2019-01-08 14:00:00,138.656,138.796,138.628,138.705,19.314297967802602,19.00339933877453,46.007367098110905,-0.055410905312689135
2019-01-08 14:30:00,138.705,138.803,138.543,138.543,17.39259959449112,17.8027621503944,40.853558116460036,-0.05954063631371015
2019-01-08 15:00:00,138.543,138.634,138.26,138.327,13.523436170366617,16.743444577553408,35.19275978835377,-0.06804210163710084
2019-01-08 15:30:00,138.327,138.41,138.214,138.285,6.8988495619687065,12.60496177560878,34.200422102933324,-0.07506777143636792
2019-01-08 16:00:00,138.285,138.343,138.207,138.222,4.918402840076602,8.446896190803942,32.7104812263038,-0.08137653353602127
2019-01-08 16:30:00,138.222,138.244,138.114,138.14700000000002,3.987434586247092,5.268228996097434,30.98016042518221,-0.08732341159752073
2019-01-08 17:00:00,138.14700000000002,138.16,137.984,138.024,3.122522423629992,4.009453283317861,28.333108550917917,-0.094162204120134
2019-01-08 17:30:00,138.024,138.166,138.013,138.164,8.604319459930236,5.238092156602407,35.12744997798833,-0.09443221903778648
2019-01-08 18:00:00,138.164,138.194,138.111,138.168,13.520749665327209,8.415863849629112,35.316136721530576,-0.09324573466207907
2019-01-08 18:30:00,138.168,138.204,138.10399999999998,138.11,16.621807879863006,12.915625668373453,33.781816179095145,-0.09259321742842258
2019-01-08 19:00:00,138.11,138.137,138.046,138.136,16.600871051982892,15.581142865724336,35.14211932174489,-0.09006017694520793
2019-01-08 19:30:00,138.136,138.2,138.115,138.184,18.58291399788088,17.268530976575562,37.68712524029599,-0.08548118386838757
2019-01-08 20:00:00,138.184,138.245,138.132,138.24200000000002,24.643778198279172,19.942521082714286,40.71436592804554,-0.07908718053673502
2019-01-08 20:30:00,138.24200000000002,138.382,138.219,138.35,33.53683353683224,25.5878419109974,45.97727753852438,-0.0700063575660835
2019-01-08 21:00:00,138.35,138.375,138.30100000000002,138.36,40.700040700040155,32.960217478383825,46.45128652598259,-0.06161402979941636
2019-01-08 21:30:00,138.36,138.39600000000002,138.22799999999998,138.266,44.66096866096833,39.632614299280206,42.66194861464828,-0.05668514971597958
2019-01-08 22:00:00,138.266,138.355,138.222,138.34,57.62077880387782,47.66059605496207,46.37092800024615,-0.049958275235235834
2019-01-08 22:30:00,138.34,138.428,138.29399999999998,138.33,68.29353947663904,56.85842898049504,45.93847291537494,-0.04420007711102327
2019-01-08 23:00:00,138.33,138.541,138.325,138.539,87.04564553933739,70.98665460661805,55.31760467198803,-0.03334418757686046
2019-01-08 23:30:00,138.539,138.58100000000002,138.467,138.542,90.34539939468635,81.8948614702209,55.437115505140994,-0.024269337447427847
2019-01-09 00:00:00,138.542,138.639,138.464,138.54,92.4311912568342,89.94074539695265,55.33086482714357,-0.016850704014284536
2019-01-09 00:30:00,138.54,138.60399999999998,138.40200000000002,138.47799999999998,83.50085196025397,88.75914753725814,52.00343076566546,-0.012455833803226728
2019-01-09 01:00:00,138.47799999999998,138.606,138.44799999999998,138.595,83.20510679259323,86.3790500032271,57.230465421398094,-0.005630585387262854
2019-01-09 01:30:00,138.595,138.626,138.515,138.576,84.93535694210115,83.88043856498274,56.16084124334614,-0.0007073863090684626
2019-01-09 02:00:00,138.576,138.747,138.57,138.692,91.08454116592141,86.40833496687189,60.958403053506714,0.006313650281067311
2019-01-09 02:30:00,138.692,138.865,138.648,138.708,86.4182318592997,87.47937665577405,61.58289901331152,0.012141499037240171
2019-01-09 03:00:00,138.708,138.774,138.673,138.704,81.6520136652688,86.38492889682993,61.31882808172979,0.01640333837480227
2019-01-09 03:30:00,138.704,138.766,138.632,138.692,75.58448014951023,81.21824189135953,60.48094204454426,0.01915826964284553
2019-01-09 04:00:00,138.692,138.748,138.672,138.704,74.37779564637509,77.20476315371799,61.054052152905435,0.021341643246975985
2019-01-09 04:30:00,138.704,138.727,138.624,138.727,75.53136340072537,75.16454639887019,62.18597206307382,0.02333632017498009
2019-01-09 05:00:00,138.727,138.78,138.67600000000002,138.732,76.73558434766886,75.54824779825641,62.441529293781436,0.024657018808555174
2019-01-09 05:30:00,138.732,138.732,138.654,138.704,75.14360615900881,75.80351796913429,59.996230638776865,0.02453137428487925
2019-01-09 06:00:00,138.704,138.704,138.60399999999998,138.678,68.83464897822722,73.5712798283016,57.73523704848704,0.02333036649552157
2019-01-09 06:30:00,138.678,138.678,138.595,138.601,57.59232594725787,67.19019369483125,51.54045954864682,0.0199253272226244
2019-01-09 07:00:00,138.601,138.85,138.56,138.85,66.45068394528339,64.29255295692279,64.72235029494112,0.02368042260187461
2019-01-09 07:30:00,138.85,138.904,138.654,138.672,62.954542583960546,62.33251749216723,53.515504865316544,0.02136912160491963
2019-01-09 08:00:00,138.672,138.86700000000002,138.579,138.86700000000002,78.7904993578036,69.39857529568248,61.400630320995795,0.02447297087759331
2019-01-09 08:30:00,138.86700000000002,139.11,138.811,139.01,73.80980690410875,71.8516162819576,65.96066055611584,0.03031541001283264
2019-01-09 09:00:00,139.01,139.07399999999998,138.936,138.969,82.22341668613896,78.27457431601705,63.63928553287956,0.033199340646255536
2019-01-09 09:30:00,138.969,139.019,138.864,138.894,72.30303030302784,76.11208463109179,59.513222412733256,0.032807856939567365
2019-01-09 10:00:00,138.894,138.898,138.594,138.644,50.12121212121102,68.21588637012587,48.277127009475116,0.025131618384917058
2019-01-09 10:30:00,138.644,138.666,138.519,138.578,28.661026508741962,50.361756310993535,45.81775423863868,0.016894378366907645
2019-01-09 11:00:00,138.578,138.673,138.526,138.549,10.110649643644551,29.630962757865767,44.73927780809205,0.009350029741853526
2019-01-09 11:30:00,138.549,138.711,138.513,138.702,15.572504371830304,18.11472684140553,51.257945036171684,0.0073881207730859206
2019-01-09 12:00:00,138.702,138.72799999999998,138.614,138.696,22.46256664030713,16.04857355192726,51.00385376276321,0.0054863279377936535
2019-01-09 12:30:00,138.696,138.94,138.584,138.74,33.44500279173544,23.826691267957553,52.849714756879514,0.005013280069603679
2019-01-09 13:00:00,138.74,138.778,138.55100000000002,138.606,28.084868788385226,27.99747940680919,47.03778045496006,0.0008377742193090358
2019-01-09 13:30:00,138.606,138.615,138.458,138.512,20.62784954081874,27.385907040313057,43.429727586472666,-0.0050627853874482326
2019-01-09 14:00:00,138.512,138.52100000000002,138.412,138.458,10.150118638615481,19.620945655939746,41.46216464855841,-0.011123166153946693
2019-01-09 14:30:00,138.458,138.735,138.392,138.618,15.449596529462841,15.40918823629895,48.85566310442604,-0.011413931288510482
2019-01-09 15:00:00,138.618,138.74200000000002,138.368,138.404,14.30611100699825,13.301942058358787,41.33567965699519,-0.017338816331643803
2019-01-09 15:30:00,138.404,138.404,137.766,137.86,14.504873161283006,14.75352689924796,29.081413799226727,-0.036468369026789835
2019-01-09 16:00:00,137.86,138.109,137.86,138.085,12.49906500244333,13.77001639024146,37.35370658665082,-0.04471580569866722
2019-01-09 16:30:00,138.085,138.375,138.065,138.34,27.17937253415414,18.061103565960085,45.160955927209045,-0.04355328653365534
2019-01-09 17:00:00,138.34,138.372,138.13299999999998,138.305,40.087662409763276,26.58869998212018,44.34408966306953,-0.042937130908026484
2019-01-09 17:30:00,138.305,138.406,138.268,138.386,49.204997160704835,38.82401070154068,46.74486215016512,-0.03960061816088608
2019-01-09 18:00:00,138.386,138.401,138.284,138.32,48.63713798977892,45.976599186748935,45.04002864190819,-0.03817064477464263
2019-01-09 18:30:00,138.32,138.466,138.296,138.382,50.823395797842466,49.55517698277533,46.99568156370349,-0.034766416174355275
2019-01-09 19:00:00,138.382,138.518,138.24,138.341,49.54571266326018,49.66874881696045,45.8342013852203,-0.032659914710198516
2019-01-09 19:30:00,138.341,138.602,138.284,138.543,59.40889900411537,53.259335821739256,52.11360233139793,-0.0250067185026407
2019-01-09 20:00:00,138.543,138.602,138.38299999999998,138.392,63.298617960371494,57.417743209248954,47.665193586975526,-0.022715810416496486
2019-01-09 20:30:00,138.392,138.408,138.178,138.275,64.35654657768107,62.35468784738924,44.49586789584654,-0.02369728623783074
2019-01-09 21:00:00,138.275,138.327,138.214,138.26,55.63524590164008,61.09680347989748,44.09109957023444,-0.024434834799630545
2019-01-09 21:30:00,138.26,138.33,138.218,138.33,53.51775956284282,57.836517347387925,46.53534639587129,-0.022662021677807696
2019-01-09 22:00:00,138.33,138.422,138.308,138.392,61.09400737312789,56.74900427920352,48.67560513604253,-0.019177311171891382
2019-01-09 22:30:00,138.392,138.428,138.256,138.422,69.46950263773503,61.36042319123518,49.724353826587965,-0.015279077297770671
2019-01-09 23:00:00,138.422,138.5,138.395,138.494,76.83663027457509,69.13338009514594,52.2463812629322,-0.009980601765352535
2019-01-09 23:30:00,138.494,138.534,138.424,138.472,75.970319313999,74.09215074210297,51.39795740291667,-0.006221118302316171
2019-01-10 00:00:00,138.472,138.518,138.328,138.34,63.45908840654237,72.0886793317054,46.5170073976489,-0.006692311739524552
2019-01-10 00:30:00,138.34,138.428,138.164,138.20600000000002,40.02601271969783,59.81847348007964,42.14190507802217,-0.010492610565534384
2019-01-10 01:00:00,138.20600000000002,138.222,137.908,138.002,20.447085617867288,41.310728914702395,36.51176357734622,-0.018707425267376024
2019-01-10 01:30:00,138.002,138.064,137.876,138.053,15.837958324348293,25.437018887304376,38.71609194575433,-0.02330908352693064
2019-01-10 02:00:00,138.053,138.105,137.89,137.968,16.865670061897433,17.716904668037582,36.44490303783443,-0.0287039145032196
2019-01-10 02:30:00,137.968,138.042,137.907,138.026,19.237832874195774,17.313820420147078,39.07139880252149,-0.030747198151989886
2019-01-10 03:00:00,138.026,138.1,137.954,138.012,18.000675447483466,18.034726127858807,38.656129893782115,-0.0320932739146951
2019-01-10 03:30:00,138.012,138.084,137.988,138.056,22.89515771140604,20.044555344361672,40.7862417388801,-0.0312953373267887
2019-01-10 04:00:00,138.056,138.056,137.924,137.986,21.580547112461844,20.825460090450363,38.49602208399622,-0.03192019425976053
2019-01-10 04:30:00,137.986,138.06,137.959,138.039,22.948328267476395,22.47467769711467,41.18871382822144,-0.030299534753094836
2019-01-10 05:00:00,138.039,138.048,137.928,137.958,17.983789260383436,20.837554880107135,38.4202583324834,-0.030577790851399805
2019-01-10 05:30:00,137.958,138.028,137.92600000000002,137.994,18.389057750758813,19.773725092872787,40.3395800906536,-0.029148666973541033
2019-01-10 06:00:00,137.994,138.07399999999998,137.942,137.988,15.805471124619567,17.392772711920518,40.115165060421745,-0.027543556793049054
2019-01-10 06:30:00,137.988,137.988,137.77200000000002,137.808,13.260048186749243,15.818192354042454,34.00361234878274,-0.030527577895557906
2019-01-10 07:00:00,137.808,137.882,137.716,137.774,9.997693758963146,13.021071023443895,32.98148666440511,-0.033064483952459915
2019-01-10 07:30:00,137.774,137.858,137.602,137.734,11.420709087263674,11.559483677658598,31.77149426139049,-0.03536421580179636
2019-01-10 08:00:00,137.734,137.80700000000002,137.626,137.674,14.5835017681758,12.00063487146745,29.99394382656713,-0.03797173036789449
2019-01-10 08:30:00,137.674,137.845,137.662,137.75799999999998,22.206118129931344,16.07010966179018,35.43975038933202,-0.03686551034939198
2019-01-10 09:00:00,137.75799999999998,137.963,137.745,137.954,38.67025424428172,25.153291380796194,45.99608834777742,-0.02984946716735906
2019-01-10 09:30:00,137.954,138.018,137.912,137.97299999999998,58.7315464641893,39.86930627946736,46.90245668495813,-0.02313823543081442
2019-01-10 10:00:00,137.97299999999998,138.128,137.914,138.026,75.26302930352907,57.554943337333256,49.45103915498411,-0.01584369864152302
2019-01-10 10:30:00,138.026,138.03,137.886,137.886,69.69958414138432,67.89805330303413,43.51014706008303,-0.013432140570373369
2019-01-10 11:00:00,137.886,137.98,137.665,137.665,48.859315589354466,64.60730967808918,36.13101439652567,-0.017038532814195956
2019-01-10 11:30:00,137.665,137.694,137.455,137.656,31.94528405998486,50.16806126357446,35.86426001553661,-0.019515514622563568
2019-01-10 12:00:00,137.656,137.695,137.595,137.686,25.38912649223975,35.397908713859586,37.520162381792886,-0.02001326686881108
2019-01-10 12:30:00,137.686,137.78799999999998,137.624,137.784,37.691926696384265,31.67544574953618,42.72260588186615,-0.017118806650871368
2019-01-10 13:00:00,137.784,138.108,137.767,138.004,54.928182268449575,39.33641181902442,52.320582906120656,-0.008329217108555803
2019-01-10 13:30:00,138.004,138.134,137.928,138.089,74.61107694866388,55.74372863783247,55.42826725700278,0.0012448277129821215
2019-01-10 14:00:00,138.089,138.132,137.898,137.944,82.32177232345767,70.62034384685694,49.50100991945982,0.005047934805536974
2019-01-10 14:30:00,137.944,137.988,137.707,137.80200000000002,72.16494845360823,76.36593257524316,44.48414140637983,0.004388292143023054
2019-01-10 15:00:00,137.80200000000002,137.91299999999998,137.763,137.85399999999998,60.628375061365006,71.70503194614355,46.6177521958586,0.005523427071818937
2019-01-10 15:30:00,137.85399999999998,138.29,137.828,138.278,69.47677546233061,67.42336632576786,60.08737944902408,0.018100325438142332
2019-01-10 16:00:00,138.278,138.372,138.157,138.274,82.2129126495576,70.77268772441766,59.93373782028771,0.027767815801815088
2019-01-10 16:30:00,138.274,138.36,138.204,138.25799999999998,91.81466946151257,81.1681191911335,59.28078134589016,0.034685891218751874
2019-01-10 17:00:00,138.25799999999998,138.269,138.06799999999998,138.17600000000002,85.16902944383706,86.39887051830229,55.91840591038456,0.03755919161308557
2019-01-10 17:30:00,138.17600000000002,138.295,138.042,138.216,83.06070519810851,86.68146803448593,57.193872389106204,0.040534558415599116
2019-01-10 18:00:00,138.216,138.233,138.039,138.144,78.9167575427103,82.38216406155185,54.15635764909622,0.04049574078328942
2019-01-10 18:30:00,138.144,138.168,138.006,138.12,75.23062866574249,79.06936380218697,53.143193144020564,0.03940229546349936
2019-01-10 19:00:00,138.12,138.273,138.118,138.26,75.9102065343632,76.6858642476052,58.070927133055065,0.04193273446646072
2019-01-10 19:30:00,138.26,138.30200000000002,138.188,138.192,75.17554545418206,75.43879355142913,55.043021127772036,0.04159188169227239
2019-01-10 20:00:00,138.192,138.235,138.15,138.204,77.56530363341405,76.21701854065299,55.48413977438057,0.04117794577234442
2019-01-10 20:30:00,138.204,138.281,138.188,138.27100000000002,77.49373433583823,76.74486114114468,57.9641656360083,0.04218826919764801
2019-01-10 21:00:00,138.27100000000002,138.312,138.22899999999998,138.266,81.20300751879472,78.75401516268222,57.70579642211533,0.04232478304027372
2019-01-10 21:30:00,138.266,138.35,138.226,138.25799999999998,83.38432287615355,80.69368824359539,57.26596884736008,0.041684743130866765
2019-01-10 22:00:00,138.25799999999998,138.29,138.158,138.17600000000002,76.4371755961888,80.34150199704557,52.821854660670596,0.03843474998724597
2019-01-10 22:30:00,138.17600000000002,138.278,138.162,138.262,71.73224386796123,77.18458078010109,56.62382827301028,0.03774440753131104
2019-01-10 23:00:00,138.262,138.269,138.114,138.141,57.35051221562642,68.50664389325873,50.46206694469701,0.03343693903300976
2019-01-10 23:30:00,138.141,138.194,138.108,138.108,45.91070373409618,58.33115327256119,48.89920472429064,0.02876064422742781
2019-01-11 00:00:00,138.108,138.22799999999998,138.10399999999998,138.162,37.71186440677971,46.99102678550068,51.5438594540019,0.026218165808126817
2019-01-11 00:30:00,138.162,138.304,138.126,138.22,45.73643410852875,43.11966741646813,54.280761340412724,0.025472673022200347
2019-01-11 01:00:00,138.22,138.273,138.196,138.23,57.558139534884155,47.002146016730784,54.75526022203989,0.02482648111484356
2019-01-11 01:30:00,138.23,138.326,138.174,138.275,65.61259217243371,56.302388605282104,56.921915335207345,0.02520650289505438
2019-01-11 02:00:00,138.275,138.28,138.112,138.17,53.81924749479783,58.99665973403847,50.808052281082276,0.022308590652120274
2019-01-11 02:30:00,138.17,138.196,138.116,138.19,43.766937669373426,54.399592445534886,51.868504099425486,0.020287766142032728
2019-01-11 03:00:00,138.19,138.204,138.13299999999998,138.188,31.97831978319127,43.18816831578741,51.74836669273327,0.018378075533226162
2019-01-11 03:30:00,138.188,138.225,138.14,138.196,35.501355013545265,37.082204155369894,52.22503859131346,0.016849768063421217
2019-01-11 04:00:00,138.196,138.243,138.144,138.236,41.73441734416801,36.40469738030142,54.638021295225094,0.01650250035959875
2019-01-11 04:30:00,138.236,138.314,138.178,138.304,60.38233355306336,45.87270197025878,58.477489474690984,0.017829965097095966
2019-01-11 05:00:00,138.304,138.32399999999998,138.236,138.256,70.73903171464077,57.618594203957294,54.942374714628436,0.017290543208179954
2019-01-11 05:30:00,138.256,138.266,138.162,138.20600000000002,68.16816816816693,66.4298444786236,51.45306516232573,0.015250154201415848
2019-01-11 06:00:00,138.20600000000002,138.345,138.184,138.265,60.40646455583752,66.437888146215,55.07844522974328,0.015022136094682684
2019-01-11 06:30:00,138.265,138.274,138.205,138.253,58.192217113371676,62.25561661245863,54.19202225558168,0.014278130008273247
2019-01-11 07:00:00,138.253,138.368,138.238,138.266,62.92898513139151,60.509222266866814,55.036267219948556,0.013817179415251629
2019-01-11 07:30:00,138.266,138.266,138.102,138.157,47.55288929013207,56.22469717829834,47.18407947569403,0.010276632750751415
2019-01-11 08:00:00,138.157,138.24,137.924,137.92700000000002,27.169539134999198,45.88380451884085,35.631844175094955,0.0011235517562535708
2019-01-11 08:30:00,137.92700000000002,138.016,137.871,137.94799999999998,12.281775050492678,29.001401158541245,37.14500972467645,-0.005446576270363111
2019-01-11 09:00:00,137.94799999999998,137.966,137.644,137.799,12.52582440038582,17.325712861959158,31.488826034656128,-0.014504446595213116
