time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,VWMA,VWAP,VWMA 20,VWMA 50,VWMA 200,SMA 20,SMA 50,SMA 200,S/R,SR,%K,%D,RSI,Plot,Plot,Bearish Divergence2
1525971600,147.744,147.956,147.584,147.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,34.78334988874243,52.988902469508695,42.042414757593484,0.10408253079114593,0.10408253079114593,NaN
1525986000,147.882,148.156,147.774,147.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,26.7504791732147,38.101236779212385,41.245193145066,0.09071682152382232,0.09071682152382232,NaN
1526000400,147.824,148.12,147.798,148.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,27.21592087079024,29.58324997758142,45.87587813262183,0.08671710549017508,0.08671710549017508,NaN
1526014800,148.067,148.108,147.586,147.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,23.75379688228068,25.906732308760837,42.53322668082962,0.0773572854615634,0.0773572854615634,NaN
1526029200,147.842,148.492,147.806,148.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,33.35156819839538,28.107095317154393,51.49808838131821,0.08439441937587033,0.08439441937587033,NaN
1526043600,148.372,148.411,147.918,148.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,32.45805981035733,29.854474963676754,46.30240791813676,0.08009400843487846,0.08009400843487846,NaN
1526058000,148.018,148.135,147.96,148.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,37.34500364697294,34.384877218574175,47.77703465125111,0.07910349167507996,0.07910349167507996,NaN
1526245200,148.11,148.268,148.008,148.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,34.86506199854071,34.88937515195595,49.80991862624932,0.08159170230798979,0.08159170230798979,NaN
1526259600,148.236,148.402,148.176,148.339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,40.7184536834422,37.64283977631757,51.4728977060238,0.08608999106205761,0.08608999106205761,NaN
1526274000,148.339,148.914,148.231,148.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,149.113,54.21225382932075,43.26525650376684,58.77142975062199,0.10308935659343876,0.10308935659343876,NaN
1526288400,148.85,148.99,148.686,148.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.85,63.47556528081617,52.802090931192,56.86098200049979,0.11278554695937426,0.11278554695937426,NaN
1526302800,148.744,149.072,148.63,148.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,69.12837345003575,62.272064186723185,55.13128726058357,0.11691333976174817,0.11691333976174817,NaN
1526317200,148.649,148.793,148.535,148.636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,68.4009079768572,67.00161556923533,54.88524193296322,0.11882978012749468,0.11882978012749468,NaN
1526331600,148.636,148.884,148.636,148.844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,73.65078445035194,70.39335529241391,58.10679467338045,0.12493858770099614,0.12493858770099614,NaN
1526346000,148.844,148.928,148.77,148.838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,80.49150940772205,74.18106727830936,57.97818198841981,0.12836856553118087,0.12836856553118087,NaN
1526360400,148.838,149.014,148.577,148.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,84.84312363420553,79.6618058307588,58.30943368305849,0.13032239365359688,0.13032239365359688,NaN
1526374800,148.858,149.054,148.582,148.632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,80.08075370121101,81.80512891437849,53.20552247626236,0.12439515653510225,0.12439515653510225,NaN
1526389200,148.632,149.202,148.386,149.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,82.46441476705199,82.46276403415514,60.600598880039584,0.13069757988406727,0.13069757988406727,NaN
1526403600,149.082,149.16,148.97,149.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,82.9553240358383,81.83349750136607,59.56434906954185,0.1329240574470139,0.1329240574470139,NaN
1526418000,149.036,149.081,148.789,148.974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,86.7060582096514,84.04193233751288,58.1217528406077,0.13147067608010393,0.13147067608010393,NaN
1526432400,148.974,148.992,148.762,148.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,80.80533523790018,83.48890582779559,56.09241670252046,0.1264883308336055,0.1264883308336055,NaN
1526446800,148.888,149.055,148.542,148.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.854,148.814,66.40133458205533,77.97090934320126,50.32731979527923,0.11403886536922819,0.11403886536922819,NaN
1526461200,148.626,148.637,148.19,148.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.626,148.814,40.80112963402478,62.669266484659055,43.2554024750036,0.09256966324074342,0.09256966324074342,NaN
1526475600,148.239,149.021,148.188,148.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,148.814,29.646077582181338,45.61618059941944,50.20642386108934,0.08454828934308972,0.08454828934308972,NaN
1526490000,148.596,148.942,148.592,148.912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,148.814,38.82632603368481,36.42451108329593,55.4128248394377,0.08595884508913226,0.08595884508913226,NaN
1526504400,148.912,149.579,148.798,149.438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,148.814,67.1668294960893,45.213077703984105,62.450808168893474,0.10032401263538851,0.10032401263538851,NaN
1526518800,149.438,149.569,149.312,149.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,149.52,83.3256527002031,63.10626940999135,62.129549097915834,0.10981154285381745,0.10981154285381745,NaN
1526533200,149.422,149.797,149.126,149.746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,149.52,91.8022976734775,80.76492662325559,65.94944274016592,0.1245229967595485,0.1245229967595485,NaN
1526547600,149.746,149.838,149.06,149.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,149.52,92.1104547292988,89.07946836765876,64.64896390814792,0.1326167370716744,0.1326167370716744,NaN
1526562000,149.686,149.812,149.256,149.546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,149.52,89.97374616268387,91.29549952181902,61.596773722263045,0.13323029970727535,0.13323029970727535,NaN
1526576400,149.546,149.74,149.407,149.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,149.52,88.66666666666708,90.25028918621557,63.8916156471765,0.13650546510647046,0.13650546510647046,NaN
1526590800,149.721,149.942,149.646,149.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,149.52,90.17903090195023,89.60648124376604,65.64753438292027,0.14077264724050204,0.14077264724050204,NaN
1526605200,149.86,150.011,149.813,149.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,149.52,92.78674268793948,90.54414675218457,64.93801664489207,0.14114533874943858,0.14114533874943858,NaN
1526619600,149.831,149.939,149.691,149.774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,149.878,90.81686286945838,91.26087881978167,63.48563141881186,0.1376813319009297,0.1376813319009297,NaN
1526634000,149.774,149.894,149.462,149.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.433,149.878,83.21448162369713,88.9393623936973,57.114151928891914,0.1256438452257512,0.1256438452257512,NaN
1526648400,149.51,149.544,149.092,149.141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,70.59791552386179,81.54308667233806,49.61840720654063,0.10425823154573441,0.10425823154573441,NaN
1526662800,149.141,149.352,149.129,149.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,59.956116291826824,71.25617114646089,50.58372334780245,0.08729077275288429,0.08729077275288429,NaN
1526850000,149.192,149.504,149.192,149.434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,55.56269426072597,62.03890869213717,54.99059886102615,0.07916681684979507,0.07916681684979507,NaN
1526864400,149.434,149.477,149.112,149.425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,55.36721338425207,56.96200797893393,54.79488903022345,0.0712194960493242,0.0712194960493242,NaN
1526878800,149.425,149.656,149.104,149.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,41.04004018992234,50.656649278299106,49.52248367688601,0.05699000618973249,0.05699000618973249,NaN
1526893200,149.175,149.506,149.011,149.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,34.26085296887526,43.55603551434887,53.845946269512,0.050975842370077906,0.050975842370077906,NaN
1526907600,149.401,149.418,148.854,148.879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,17.75109825409348,31.017330470962673,44.38891177392202,0.031174648129363602,0.031174648129363602,NaN
1526922000,148.879,149.136,148.82,149.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,21.668756188072763,24.56023580367948,48.58092744198614,0.021195315328911515,0.021195315328911515,NaN
1526936400,149.104,149.212,148.988,149.048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,15.049948463471324,18.156600968544833,47.61880533997913,0.011390343444575735,0.011390343444575735,NaN
1526950800,149.048,149.076,148.773,148.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,15.702877486734147,17.47386071275839,43.875691474360146,-0.0026720319724650027,-0.0026720319724650027,NaN
1526965200,148.824,149.73,148.824,149.446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,25.874999491339185,18.875941813847195,54.557480477635636,0.003085362693826643,0.003085362693826643,NaN
1526979600,149.446,149.552,148.982,149.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,27.8700221959289,23.14929972466639,48.4860914262119,-0.002982041141530528,-0.002982041141530528,NaN
1526994000,149.066,149.264,148.815,149.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,33.93067847779844,29.225233388354482,47.83735179547004,-0.009010702292940403,-0.009010702292940403,NaN
1527008400,149.023,149.127,148.928,148.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,22.497619122617994,28.099439932114084,46.92533083877803,-0.015314866356862147,-0.015314866356862147,NaN
1527022800,148.965,149.012,148.808,148.898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,149.878,18.475287806857747,24.967861802423702,45.838163516436204,-0.021969501454205342,-0.021969501454205342,NaN
1527037200,148.898,148.901,147.972,148.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.898,149.878,16.08505913554771,19.01932202167346,36.794811346938516,-0.044831228362444436,-0.044831228362444436,NaN
1527051600,148.238,148.268,146.614,146.823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.132,149.878,11.633266185016069,15.39787104247282,25.27964178343305,-0.10032708835550155,-0.10032708835550155,NaN
1527066000,146.823,146.85,145.952,146.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147.218,149.878,11.42619741402912,13.048174244863276,23.075648401567392,-0.1527867540187689,-0.1527867540187689,NaN
1527080400,146.422,147.204,146.383,147.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,16.105544724055022,13.055002774365713,32.99143311968302,-0.17403062248595566,-0.17403062248595566,NaN
1527094800,147.054,147.136,146.846,146.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,22.657490735839175,16.729744291306748,32.24077499746177,-0.19060839033908208,-0.19060839033908208,NaN
1527109200,146.948,147.211,146.45,146.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,23.33686253749789,20.699965999129674,29.209089252930838,-0.21251308667379804,-0.21251308667379804,NaN
1527123600,146.499,146.62,146.137,146.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,17.23133933298043,21.075230868771474,28.33362237496567,-0.22968218097075901,-0.22968218097075901,NaN
1527138000,146.362,147.274,146.102,147.084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,18.431268748897107,19.666490206457453,38.75230414306182,-0.21956815348919317,-0.21956815348919317,-0.21956815348919317
1527152400,147.084,147.195,146.758,146.866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,21.669313569790166,19.110640550554876,37.0031041888147,-0.2137989843914002,-0.2137989843914002,NaN
1527166800,146.866,146.866,145.693,146.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,23.744200282473646,21.28159420038595,33.19816818335933,-0.21943372112559761,-0.21943372112559761,NaN
1527181200,146.352,146.528,146.176,146.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,18.39577587052055,21.269763240927094,32.078573506984526,-0.22422880166655787,-0.22422880166655787,NaN
1527195600,146.19,146.569,146.091,146.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,17.485495043913723,19.87515706563495,35.546532103947925,-0.21733633998719237,-0.21733633998719237,NaN
1527210000,146.43,146.726,146.36,146.442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,19.315520150836978,18.398930355089394,35.72324804021689,-0.20757589356430334,-0.20757589356430334,NaN
1527224400,146.442,146.506,145.832,146.488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,22.936895281106146,19.912636825284594,36.442625202309344,-0.19475383291575304,-0.19475383291575304,NaN
1527238800,146.488,146.578,145.682,145.932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,19.005424612543482,20.419280014827844,31.808688196175737,-0.1959874573526329,-0.1959874573526329,NaN
1527253200,145.932,145.992,145.284,145.716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,18.719259428887188,20.220526440844584,30.201971145782665,-0.198844331009422,-0.198844331009422,NaN
1527267600,145.716,145.833,145.412,145.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,13.406734626989468,17.043806222805696,28.37275095291541,-0.20392910632039601,-0.20392910632039601,NaN
1527454800,145.46,146.212,145.46,145.746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,17.922948073702553,16.68298070985872,33.23764198650788,-0.19592130727631407,-0.19592130727631407,NaN
1527469200,145.746,145.971,145.582,145.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,21.909547738694155,17.746410146461045,36.60973391290127,-0.1799201600325961,-0.1799201600325961,NaN
1527483600,145.954,146.18,145.694,145.737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,26.54941373534383,22.12730318257917,34.643776745674415,-0.16941127647887277,-0.16941127647887277,NaN
1527498000,145.737,145.908,145.326,145.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,22.328308207705494,23.595756560580146,32.53669156497486,-0.16398133574815477,-0.16398133574815477,NaN
1527512400,145.494,145.689,145.325,145.664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,17.733819980769017,22.20384730793843,35.492617920559994,-0.1513475018376671,-0.1513475018376671,NaN
1527526800,145.664,145.691,145.53,145.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,17.752285676292832,19.271471288254762,35.30642247616174,-0.13838697585991822,-0.13838697585991822,NaN
1527541200,145.645,145.711,145.246,145.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,17.14010314199944,17.542069599686076,32.68255517868931,-0.1321273869960321,-0.1321273869960321,NaN
1527555600,145.375,145.395,144.837,145.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,18.1172457738349,17.669878197374704,31.677827784870686,-0.12671416652240064,-0.12671416652240064,NaN
1527570000,145.268,145.33,143.2,143.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.087,149.878,15.351074828674712,16.869474581502,21.383123389320346,-0.16121969882418763,-0.16121969882418763,NaN
1527584400,143.712,144.81,143.668,144.738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,27.622302539511892,20.363541047339485,36.12387148863874,-0.1562236816931838,-0.1562236816931838,NaN
1527598800,144.738,144.911,143.86,144.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,28.414341415502992,23.79590626122885,31.82140802488813,-0.16694674903504092,-0.16694674903504092,NaN
1527613200,144.051,144.204,143.214,144.161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,34.20934379710298,30.081995917371604,33.19343508057969,-0.16807253926154908,-0.16807253926154908,NaN
1527627600,144.161,144.17,143.604,143.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,24.787469423667247,29.13705154542339,30.53996738793552,-0.1765832684635279,-0.1765832684635279,NaN
1527642000,143.72,144.288,143.662,143.992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,25.15493581230655,28.050583011024575,34.042182980384965,-0.17133156588018972,-0.17133156588018972,-0.17133156588018972
1527656400,143.992,144.663,143.738,144.235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,26.096880189904358,25.346428475291702,37.09375557118822,-0.15620424800492627,-0.15620424800492627,NaN
1527670800,144.235,144.968,143.954,144.654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,36.60610355000596,29.285973184071278,42.070545437353715,-0.1288353486473317,-0.1288353486473317,NaN
1527685200,144.654,145.06,144.443,144.771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,47.17892795891877,36.627303899608684,43.41671638828327,-0.10053224836399965,-0.10053224836399965,NaN
1527699600,144.771,144.822,144.479,144.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,54.850386071188815,46.21180586003683,42.32138670638369,-0.07836722505079452,-0.07836722505079452,NaN
1527714000,144.65,144.744,144.132,144.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,56.77304939506924,52.934121141724596,41.5745853324641,-0.060188849610695816,-0.060188849610695816,NaN
1527728400,144.57,144.786,144.277,144.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.044,149.878,55.96707818930032,55.863504551851776,41.93321075748139,-0.04250936067866018,-0.04250936067866018,NaN
