time,open,high,low,close,vwma,S/R,SR,volume,sent_30,RSI
2019-01-08 10:30:00,138.72299999999998,138.85199999999998,138.654,138.701,138.94785332230094,137.26799999999997,138.891,9676,-0.029823808592592062,43.65921994340898
2019-01-08 11:00:00,138.701,138.73299999999998,138.52100000000002,138.642,138.9412261219304,137.26799999999997,138.891,8760,-0.038766530119974114,41.824999649772856
2019-01-08 11:30:00,138.642,138.97699999999998,138.642,138.884,138.95807367051196,137.26799999999997,138.891,8602,-0.0390645549212954,50.93105490639232
2019-01-08 12:00:00,138.884,138.92700000000002,138.71699999999998,138.80599999999998,138.96310962808755,137.26799999999997,138.891,6184,-0.04129308947067353,48.30645577086614
2019-01-08 12:30:00,138.80599999999998,138.825,138.476,138.65499999999997,138.9497118913539,137.26799999999997,138.891,9299,-0.046946074049602105,43.62011228530361
2019-01-08 13:00:00,138.65499999999997,138.77499999999998,138.58499999999998,138.606,138.92939816039402,137.26799999999997,138.891,12184,-0.052389759176073,42.1897701960945
2019-01-08 13:30:00,138.606,138.701,138.54799999999997,138.65200000000002,138.9148578852851,137.26799999999997,138.891,9340,-0.0549936768577752,44.044755081146796
2019-01-08 14:00:00,138.65200000000002,138.795,138.62099999999998,138.702,138.8990692062108,137.26799999999997,138.891,11546,-0.05522330333056852,46.0703838869355
2019-01-08 14:30:00,138.702,138.80100000000002,138.539,138.539,138.86530003629844,137.26799999999997,138.891,15993,-0.0593515463982405,40.87540894116346
2019-01-08 15:00:00,138.539,138.631,138.254,138.32399999999998,138.8193382576097,137.26799999999997,138.891,16303,-0.0678270727828808,35.23207906766561
2019-01-08 15:30:00,138.32399999999998,138.408,138.20899999999997,138.279,138.7759449638957,137.26799999999997,138.891,16753,-0.0749165747155647,34.168765508163844
2019-01-08 16:00:00,138.279,138.339,138.2,138.218,138.7265603172668,137.26799999999997,138.891,16737,-0.08122256543455014,32.72688346017834
2019-01-08 16:30:00,138.218,138.241,138.10399999999998,138.14299999999997,138.68488124619435,137.26799999999997,138.891,14873,-0.08716918754340727,30.99503952667641
2019-01-08 17:00:00,138.14299999999997,138.15599999999998,137.974,138.01899999999998,138.6028493598802,137.26799999999997,138.891,10582,-0.09403680056894828,28.326115398294352
2019-01-08 17:30:00,138.01899999999998,138.16199999999998,138.00699999999998,138.159,138.56617362783294,137.26799999999997,138.891,7995,-0.09433072510826747,35.11897685670129
2019-01-08 18:00:00,138.159,138.19199999999998,138.107,138.164,138.5216696472512,137.26799999999997,138.891,8613,-0.09313692102811792,35.354620622519185
2019-01-08 18:30:00,138.164,138.202,138.099,138.107,138.4849848336502,137.26799999999997,138.891,6917,-0.0924529920177084,33.84548409957067
2019-01-08 19:00:00,138.107,138.135,138.04,138.13299999999998,138.44499108394288,137.26799999999997,138.891,6710,-0.08989745473487436,35.204150121612464
2019-01-08 19:30:00,138.13299999999998,138.19699999999997,138.111,138.17899999999997,138.4236774545452,137.26799999999997,138.891,4478,-0.08535743775332733,37.64420290478874
2019-01-08 20:00:00,138.17899999999997,138.244,138.124,138.23999999999998,138.4048499082673,137.26799999999997,138.891,4489,-0.07891422648547368,40.826466988751676
2019-01-08 20:30:00,138.23999999999998,138.379,138.21599999999998,138.344,138.38893819451977,137.26799999999997,138.891,5760,-0.06990603928442067,45.89609593744825
2019-01-08 21:00:00,138.344,138.373,138.296,138.35399999999998,138.37724695120363,137.26799999999997,138.891,1883,-0.06157155250168735,46.371861214658395
2019-01-08 21:30:00,138.35399999999998,138.391,138.178,138.23,138.3518677017779,137.26799999999997,138.891,3099,-0.05750007885500565,41.49875804040083
2019-01-08 22:00:00,138.23,138.314,138.17600000000002,138.309,138.33608095090253,137.26799999999997,138.891,3300,-0.051290014261201305,45.43308602133665
2019-01-08 22:30:00,138.309,138.403,138.254,138.31699999999998,138.3193323723044,137.26799999999997,138.891,3501,-0.04542351537418745,45.83037714897309
2019-01-08 23:00:00,138.31699999999998,138.539,138.296,138.535,138.30498316063634,137.26799999999997,138.891,4650,-0.034218873749399366,55.366857690334946
2019-01-08 23:30:00,138.535,138.57899999999998,138.45899999999997,138.535,138.29323927411193,137.26799999999997,138.891,5431,-0.02493868593271833,55.36685769033494
2019-01-09 00:00:00,138.535,138.637,138.45999999999998,138.54,138.27590230187027,137.26799999999997,138.891,7494,-0.017158492390538845,55.57489615700821
2019-01-09 00:30:00,138.54,138.601,138.391,138.474,138.26014623571612,137.26799999999997,138.891,8656,-0.012584213468459296,52.12138589997326
2019-01-09 01:00:00,138.474,138.605,138.445,138.589,138.26935839563706,137.26799999999997,138.891,7347,-0.005669706208323681,57.121297374195045
2019-01-09 01:30:00,138.589,138.62599999999998,138.51,138.57,138.28854231253615,137.26799999999997,138.891,9606,-0.0006745401570853947,56.079306718762815
2019-01-09 02:00:00,138.57,138.749,138.56599999999997,138.689,138.3223934993753,137.26799999999997,138.891,8357,0.006485061702870075,60.8912227772966
2019-01-09 02:30:00,138.689,138.861,138.642,138.702,138.36495701118542,137.26799999999997,138.891,7095,0.012338496268344741,61.388893596489865
2019-01-09 03:00:00,138.702,138.76999999999998,138.66699999999997,138.7,138.40785707011221,137.26799999999997,138.891,4412,0.016673046150792712,61.259737652326116
2019-01-09 03:30:00,138.7,138.765,138.63,138.689,138.43623896806278,137.26799999999997,138.891,4682,0.019508945344202985,60.505742489144794
2019-01-09 04:00:00,138.689,138.747,138.666,138.7,138.46664953162386,137.26799999999997,138.891,4009,0.021724138745036453,61.02238879681987
2019-01-09 04:30:00,138.7,138.725,138.62099999999998,138.725,138.49982915969494,137.26799999999997,138.891,4418,0.02379302551186331,62.231648046003905
2019-01-09 05:00:00,138.725,138.778,138.66899999999998,138.72799999999998,138.53214435859786,137.26799999999997,138.891,4372,0.0251112289068774,62.38246856141146
2019-01-09 05:30:00,138.72799999999998,138.731,138.65099999999998,138.7,138.5543283701684,137.26799999999997,138.891,4763,0.024977545746551397,59.975194634152786
2019-01-09 06:00:00,138.7,138.702,138.599,138.67600000000002,138.57354139939227,137.26799999999997,138.891,5512,0.023818301473368008,57.912324691390026
2019-01-09 06:30:00,138.67600000000002,138.67600000000002,138.593,138.59699999999998,138.58684236014795,137.26799999999997,138.891,4169,0.020384588450507453,51.618610400274505
2019-01-09 07:00:00,138.59699999999998,138.84599999999998,138.55700000000002,138.845,138.61009159860964,137.26799999999997,138.891,8513,0.0240836882426089,64.6181032400776
2019-01-09 07:30:00,138.845,138.90200000000002,138.648,138.66899999999998,138.62426441373586,137.26799999999997,138.891,8610,0.021777138395691398,53.609431050483806
2019-01-09 08:00:00,138.66899999999998,138.868,138.57299999999998,138.868,138.66062245217665,137.26799999999997,138.891,15250,0.024986818661415,61.57960274085378
2019-01-09 08:30:00,138.868,139.107,138.80399999999997,139.005,138.70106304335397,137.26799999999997,138.891,12986,0.030741028948358763,65.92053421802014
2019-01-09 09:00:00,139.005,139.069,138.93200000000002,138.96499999999997,138.72502451168359,137.26799999999997,138.891,10330,0.033576789330760325,63.65899076801825
2019-01-09 09:30:00,138.96499999999997,139.01799999999997,138.857,138.89,138.74202628222642,137.26799999999997,138.891,9178,0.033141819332879824,59.534779337708216
2019-01-09 10:00:00,138.89,138.89600000000002,138.58700000000002,138.63899999999998,138.74568376885944,137.26799999999997,138.891,9314,0.025399251405987047,48.26510073207246
2019-01-09 10:30:00,138.63899999999998,138.66299999999998,138.51399999999998,138.57199999999997,138.74988942420953,137.26799999999997,138.891,9841,0.01707892293823551,45.77424955530224
2019-01-09 11:00:00,138.57199999999997,138.671,138.51999999999998,138.54899999999998,138.74835063521076,137.26799999999997,138.891,7052,0.009629209927621708,44.917279349839056
2019-01-09 11:30:00,138.54899999999998,138.708,138.509,138.69799999999998,138.75712818827554,137.26799999999997,138.891,7767,0.007627649025412444,51.280674242242654
2019-01-09 12:00:00,138.69799999999998,138.72699999999998,138.61,138.696,138.75834810692933,137.26799999999997,138.891,6348,0.005799019389994303,51.19518115760569
2019-01-09 12:30:00,138.696,138.938,138.58100000000002,138.736,138.7595262560089,137.26799999999997,138.891,9906,0.005268915049549308,52.88692043417961
2019-01-09 13:00:00,138.736,138.77599999999998,138.546,138.60199999999998,138.75211305518133,137.26799999999997,138.891,9010,0.0010443387420541947,47.008307899398844
2019-01-09 13:30:00,138.60199999999998,138.61700000000002,138.45299999999997,138.506,138.73509017353703,137.26799999999997,138.891,12536,-0.004952501933508172,43.295358620151404
2019-01-09 14:00:00,138.506,138.51999999999998,138.408,138.45600000000002,138.7157777042631,137.26799999999997,138.891,12427,-0.010981910802766963,41.458638885216324
2019-01-09 14:30:00,138.45600000000002,138.736,138.387,138.61,138.69787465777856,137.26799999999997,138.891,33740,-0.011414104657884,48.6800661137509
2019-01-09 15:00:00,138.61,138.738,138.36499999999998,138.39899999999997,138.65660896565592,137.26799999999997,138.891,31086,-0.017368405001033115,41.18397432656671
2019-01-09 15:30:00,138.39899999999997,138.39899999999997,137.76,137.857,138.54881021951522,137.26799999999997,138.891,34539,-0.03646698126149855,28.88125110975986
2019-01-09 16:00:00,137.857,138.106,137.856,138.08100000000002,138.50816211390605,137.26799999999997,138.891,22396,-0.04471824791353428,37.2272372194489
2019-01-09 16:30:00,138.08100000000002,138.375,138.06099999999998,138.33499999999998,138.49599293079564,137.26799999999997,138.891,18171,-0.043586521441364864,45.095389333838746
2019-01-09 17:00:00,138.33499999999998,138.37099999999998,138.129,138.30100000000002,138.47718126047425,137.26799999999997,138.891,13085,-0.04296745383536301,44.29502751285208
2019-01-09 17:30:00,138.30100000000002,138.403,138.26399999999998,138.38199999999998,138.46827820475886,137.26799999999997,138.891,10263,-0.039628961370650216,46.721081220230005
2019-01-09 18:00:00,138.38199999999998,138.39999999999998,138.27999999999997,138.31799999999998,138.44200566288086,137.26799999999997,138.891,10160,-0.03814362280354505,45.051545262371185
2019-01-09 18:30:00,138.31799999999998,138.46499999999997,138.29,138.34699999999998,138.41384760107243,137.26799999999997,138.891,7374,-0.03559078065310705,45.993290254204396
2019-01-09 19:00:00,138.34699999999998,138.517,138.235,138.33700000000002,138.38752776326535,137.26799999999997,138.891,30148,-0.03329348174228808,45.702417066550744
2019-01-09 19:30:00,138.33700000000002,138.6,138.284,138.53799999999998,138.3808220646272,137.26799999999997,138.891,16748,-0.025509248408264174,52.240490708525506
2019-01-09 20:00:00,138.53799999999998,138.6,138.379,138.38799999999998,138.37332848524073,137.26799999999997,138.891,9347,-0.023081512480592054,47.63113595102912
2019-01-09 20:30:00,138.38799999999998,138.40599999999998,138.17499999999998,138.27100000000002,138.36317088075756,137.26799999999997,138.891,12081,-0.023950810850736498,44.344497646601326
2019-01-09 21:00:00,138.27100000000002,138.32299999999998,138.21099999999998,138.255,138.35789667536147,137.26799999999997,138.891,3007,-0.02462410945878848,43.89840148764435
2019-01-09 21:30:00,138.255,138.31699999999998,138.20999999999998,138.31599999999997,138.34866856398122,137.26799999999997,138.891,4553,-0.02304175629069664,46.123664399583504
2019-01-09 22:00:00,138.31599999999997,138.415,138.256,138.344,138.3413667797789,137.26799999999997,138.891,3840,-0.020618712551484897,47.15972238919575
2019-01-09 22:30:00,138.344,138.422,138.295,138.41899999999998,138.33010075640334,137.26799999999997,138.891,6651,-0.016302770120348475,49.93682737718094
2019-01-09 23:00:00,138.41899999999998,138.49499999999998,138.38899999999998,138.491,138.32375615537808,137.26799999999997,138.891,3565,-0.010662270280373663,52.5168451105294
2019-01-09 23:30:00,138.491,138.53099999999998,138.42,138.47,138.31861744959448,137.26799999999997,138.891,5479,-0.006597743791196736,51.68027826715689
2019-01-10 00:00:00,138.47,138.515,138.325,138.338,138.31326862028124,137.26799999999997,138.891,9289,-0.006824465224626333,46.6499897858129
2019-01-10 00:30:00,138.338,138.42399999999998,138.16099999999997,138.20299999999997,138.2707492786918,137.26799999999997,138.891,10242,-0.01045828676509874,42.133132973656785
2019-01-10 01:00:00,138.20299999999997,138.22,137.90599999999998,137.997,138.23838717433543,137.26799999999997,138.891,14445,-0.018596946783515467,36.3494928551988
2019-01-10 01:30:00,137.997,138.06099999999998,137.872,138.04799999999997,138.2861312307938,137.26799999999997,138.891,13044,-0.02313971682112955,38.59676864564646
2019-01-10 02:00:00,138.04799999999997,138.10199999999998,137.88799999999998,137.963,138.29592007336376,137.26799999999997,138.891,7875,-0.02849007502899355,36.29662886709064
2019-01-10 02:30:00,137.963,138.03799999999998,137.904,138.01999999999998,138.2853852072814,137.26799999999997,138.891,4914,-0.030527936250609955,38.925120008221775
2019-01-10 03:00:00,138.01999999999998,138.09599999999998,137.951,138.009,138.27598329667978,137.26799999999997,138.891,5680,-0.0317908108569324,38.5941655237845
2019-01-10 03:30:00,138.009,138.083,137.98399999999998,138.05200000000002,138.26356178173404,137.26799999999997,138.891,5334,-0.030958992284321817,40.716116796313976
2019-01-10 04:00:00,138.05200000000002,138.05200000000002,137.921,137.98,138.25369049292385,137.26799999999997,138.891,4241,-0.0316159901061594,38.32781836640033
2019-01-10 04:30:00,137.98,138.058,137.95399999999998,138.035,138.2450670872413,137.26799999999997,138.891,3723,-0.029970058895996517,41.16678132870469
2019-01-10 05:00:00,138.035,138.046,137.922,137.952,138.21948487869022,137.26799999999997,138.891,3416,-0.03028725036362964,38.301383283214896
2019-01-10 05:30:00,137.952,138.02599999999998,137.92,137.99200000000002,138.17439890726692,137.26799999999997,138.891,3067,-0.028783993591272383,40.45252002024613
2019-01-10 06:00:00,137.99200000000002,138.07,137.93499999999997,137.98399999999998,138.15340066049342,137.26799999999997,138.891,3640,-0.02718067590486249,40.1510086262786
2019-01-10 06:30:00,137.98399999999998,137.985,137.76899999999998,137.80599999999998,138.12468178129654,137.26799999999997,138.891,5996,-0.03011727573522047,34.066798940810045
2019-01-10 07:00:00,137.80599999999998,137.879,137.71099999999998,137.77200000000002,138.09725561909798,137.80599999999998,138.891,8829,-0.03262358756403752,33.037001209160174
2019-01-10 07:30:00,137.77200000000002,137.856,137.594,137.72899999999998,138.0668965204947,137.80599999999998,138.891,8128,-0.03498763427831657,31.730610007808
2019-01-10 08:00:00,137.72899999999998,137.808,137.62099999999998,137.66799999999998,138.02075382894176,137.80599999999998,138.891,13669,-0.037678117155376216,29.922925085697106
2019-01-10 08:30:00,137.66799999999998,137.845,137.658,137.75199999999998,137.98071487642753,137.80599999999998,138.891,11978,-0.03664104632096553,35.382149598873546
2019-01-10 09:00:00,137.75199999999998,137.95999999999998,137.73999999999998,137.95,137.96668692273738,137.80599999999998,138.891,11187,-0.029628253213331342,46.050822603892314
2019-01-10 09:30:00,137.95,138.017,137.90599999999998,137.968,137.94932610510315,137.80599999999998,138.891,9433,-0.02295032580065741,46.90898780787473
2019-01-10 10:00:00,137.968,138.12599999999998,137.91099999999997,138.02399999999997,137.9307759255974,137.80599999999998,138.891,9111,-0.015603693863869757,49.59530487711446
2019-01-10 10:30:00,138.02399999999997,138.028,137.88,137.881,137.9107119022508,137.80599999999998,138.891,5908,-0.013237050556176716,43.5372897882461
2019-01-10 11:00:00,137.881,137.976,137.66199999999998,137.66199999999998,137.89070777814308,137.80599999999998,138.891,6723,-0.016827695097321543,36.23707438776841
2019-01-10 11:30:00,137.66199999999998,137.689,137.446,137.653,137.85994410843287,137.80599999999998,138.891,9835,-0.019296286654396002,35.970143071962546
2019-01-10 12:00:00,137.653,137.69099999999997,137.593,137.683,137.84482299815977,137.80599999999998,138.891,7582,-0.019791572775749302,37.61966291996455
2019-01-10 12:30:00,137.683,137.785,137.618,137.784,137.83577689578505,137.80599999999998,138.891,7394,-0.01681816578826384,42.94843762179384
2019-01-10 13:00:00,137.784,138.10799999999998,137.762,138.00099999999998,137.84099965307172,137.80599999999998,138.891,10693,-0.008054018689402587,52.363849875765496
2019-01-10 13:30:00,138.00099999999998,138.129,137.92399999999998,138.083,137.85216999948832,137.80599999999998,138.891,11871,0.0014138459615224694,55.361753881542214
2019-01-10 14:00:00,138.083,138.12699999999998,137.89499999999998,137.94099999999997,137.85419902337216,137.80599999999998,138.891,9803,0.005212133144731457,49.546685219228436
2019-01-10 14:30:00,137.94099999999997,137.98299999999998,137.70399999999998,137.797,137.84562847476096,137.80599999999998,138.891,14051,0.004491063739466865,44.44802252296877
2019-01-10 15:00:00,137.797,137.91,137.761,137.851,137.84401738776788,137.80599999999998,138.891,13069,0.00563003801318554,46.664552317044716
