time,open,high,low,close,VWMA,S/R,SR,Volume,Volume MA,Plot,Plot,Bearish Divergence2,RSI
1546444800,137.70999999999998,137.902,137.50799999999998,137.577,138.1731121970734,138.10199999999998,143.51899999999998,18541,15372.95,NaN,NaN,NaN,19.594972263973375
1546446600,137.577,137.72899999999998,137.558,137.611,138.12385319628177,138.10199999999998,143.51899999999998,16285,15916.15,NaN,NaN,NaN,20.988824146861333
1546448400,137.611,137.73499999999999,137.56799999999998,137.65699999999998,138.06629971717518,138.10199999999998,143.51899999999998,15294,16211.45,NaN,NaN,NaN,22.93531525508409
1546450200,137.65699999999998,137.82399999999998,137.625,137.76999999999998,138.0063405722345,138.10199999999998,143.51899999999998,12309,16236.35,NaN,NaN,NaN,27.650561309549303
1546452000,137.76999999999998,137.863,137.732,137.844,137.93981018116006,138.10199999999998,143.51899999999998,8951,15527.7,NaN,NaN,NaN,30.64334318174278
1546453800,137.844,137.88,137.79,137.83599999999998,137.89120971953855,138.10199999999998,143.51899999999998,7848,14723.95,NaN,NaN,NaN,30.496473393173645
1546455600,137.83599999999998,137.838,137.68699999999998,137.72899999999998,137.8683712754117,138.10199999999998,143.51899999999998,8868,14196.2,NaN,NaN,NaN,28.527081517910432
1546457400,137.72899999999998,137.83399999999997,137.70399999999998,137.736,137.841128619847,138.10199999999998,143.51899999999998,9484,13852.45,NaN,NaN,NaN,28.850788122821484
1546459200,137.736,137.742,137.51799999999997,137.67899999999997,137.81429409450908,138.10199999999998,143.51899999999998,17287,14109.75,NaN,NaN,NaN,27.74870521504387
1546461000,137.67899999999997,137.69699999999997,137.57399999999998,137.58599999999998,137.79123629649965,138.10199999999998,143.51899999999998,11620,14204.4,NaN,NaN,NaN,26.00336945004271
1546462800,137.58599999999998,137.623,137.552,137.599,137.76980023533667,138.10199999999998,143.51899999999998,3212,13810,NaN,NaN,NaN,26.69743505562397
1546464600,137.599,137.60299999999998,137.24699999999999,137.26799999999997,137.73170564694126,138.10199999999998,143.51899999999998,11407,13818.1,NaN,NaN,NaN,21.235761458625547
1546466400,137.26799999999997,137.272,136.801,136.80999999999997,137.7042163408675,137.26799999999997,143.51899999999998,1812,13323.65,NaN,NaN,NaN,16.274553311075678
1546468200,136.80999999999997,136.80999999999997,130.69899999999998,132.875,137.54235518459382,137.26799999999997,143.51899999999998,7820,13122.05,NaN,NaN,NaN,5.147502118914602
1546470000,132.875,134.87099999999998,132.54999999999998,134.87099999999998,137.2676454850977,137.26799999999997,143.51899999999998,27608,13568.4,NaN,NaN,NaN,30.940201625939295
1546471800,134.87099999999998,135.289,134.367,134.44799999999998,137.04472589064792,137.26799999999997,143.51899999999998,18071,13438.25,NaN,NaN,NaN,29.13225093257624
1546473600,134.44799999999998,135.25,134.44699999999997,135.088,136.9330419756535,137.26799999999997,143.51899999999998,10346,13242.2,NaN,NaN,NaN,35.29307095179665
1546475400,135.088,135.16699999999997,134.814,135.064,136.79508512724337,137.26799999999997,143.51899999999998,10116,12851.35,NaN,NaN,NaN,35.16959760123983
1546477200,135.064,135.242,134.90699999999998,134.909,136.63311510004732,137.26799999999997,143.51899999999998,9402,12346.65,NaN,NaN,NaN,34.33415749758285
1546479000,134.909,134.93599999999998,134.73499999999999,134.93099999999998,136.47726650476125,137.26799999999997,143.51899999999998,8424,11735.25,NaN,NaN,NaN,34.571726103212896
1546480800,134.93099999999998,134.93099999999998,134.72099999999998,134.785,136.33335775440855,137.26799999999997,143.51899999999998,6922,11154.3,NaN,NaN,NaN,33.70036339344267
1546482600,134.785,134.84599999999998,134.39399999999998,134.41199999999998,136.14096514815472,137.26799999999997,143.51899999999998,10978,10888.95,NaN,NaN,NaN,31.51494252675262
1546484400,134.41199999999998,134.50099999999998,134.27599999999998,134.48,135.9724019798016,137.26799999999997,143.51899999999998,7334,10490.95,NaN,NaN,NaN,32.37590991259765
1546486200,134.48,134.60899999999998,134.45999999999998,134.474,135.81844317277947,137.26799999999997,143.51899999999998,6160,10183.5,NaN,NaN,NaN,32.33728020803386
1546488000,134.474,134.54799999999997,134.44299999999998,134.529,135.69587701493728,137.26799999999997,143.51899999999998,4915,9981.7,NaN,NaN,NaN,33.12497770614749
1546489800,134.529,134.61999999999998,134.452,134.458,135.58400700271528,137.26799999999997,143.51899999999998,4138,9796.2,NaN,NaN,NaN,32.597415678931
1546491600,134.458,134.488,133.88,133.999,135.41975380069943,137.26799999999997,143.51899999999998,8237,9764.65,NaN,NaN,NaN,29.34375241650922
1546493400,133.999,134.20999999999998,133.99599999999998,134.20299999999997,135.2593561407049,137.26799999999997,143.51899999999998,7418,9661.35,NaN,NaN,NaN,32.56537417933332
1546495200,134.20299999999997,134.20499999999998,134.041,134.148,134.98157439354412,137.26799999999997,143.51899999999998,8451,9219.55,NaN,NaN,NaN,32.139887915120525
1546497000,134.148,134.226,134.071,134.13199999999998,134.76858033850888,137.26799999999997,143.51899999999998,10267,9151.9,NaN,NaN,NaN,32.008866662916645
1546498800,134.13199999999998,134.93099999999998,134.13199999999998,134.927,134.74101735145348,137.26799999999997,143.51899999999998,22232,10102.9,NaN,NaN,NaN,44.184326830955364
1546500600,134.927,135.10999999999999,134.77999999999997,135.00199999999998,134.63392285461342,137.26799999999997,143.51899999999998,22842,10674.65,NaN,NaN,NaN,45.18165444974557
1546502400,135.00199999999998,135.422,134.827,135.35999999999999,134.7039111174002,137.26799999999997,143.51899999999998,28591,12013.6,NaN,NaN,NaN,49.793240504606985
1546504200,135.35999999999999,135.56099999999998,135.24599999999998,135.27999999999997,134.80905375226388,137.26799999999997,143.51899999999998,21528,12699,NaN,NaN,NaN,48.80518353240777
1546506000,135.27999999999997,135.676,135.26999999999998,135.63799999999998,134.8567553087468,137.26799999999997,143.51899999999998,16011,12119.15,NaN,NaN,NaN,53.27358120089523
1546507800,135.63799999999998,135.647,135.39499999999998,135.44099999999997,134.92039329721348,137.26799999999997,143.51899999999998,13231,11877.15,NaN,NaN,NaN,50.65356644167103
1546509600,135.44099999999997,135.46599999999998,135.15699999999998,135.242,134.93081584081798,137.26799999999997,143.51899999999998,13182,12018.95,NaN,NaN,NaN,48.08116715403416
1546511400,135.242,135.39899999999997,135.22099999999998,135.295,134.94193249464416,137.26799999999997,143.51899999999998,11066,12066.45,NaN,NaN,NaN,48.82655191452179
1546513200,135.295,135.31799999999998,135.01999999999998,135.10299999999998,134.9523962152163,137.26799999999997,143.51899999999998,14058,12299.25,NaN,NaN,NaN,46.23682689269315
1546515000,135.10299999999998,135.21499999999997,134.998,135.06699999999998,134.957483747788,137.26799999999997,143.51899999999998,9390,12347.55,NaN,NaN,NaN,45.74688443710791
1546516800,135.06699999999998,135.19899999999998,134.98299999999998,135.15699999999998,134.97101300832432,137.26799999999997,143.51899999999998,11041,12553.5,NaN,NaN,NaN,47.25172337349384
1546518600,135.15699999999998,135.357,135.14499999999998,135.225,135.00561499197954,137.26799999999997,143.51899999999998,9895,12499.35,0.2480068255627199,0.2480068255627199,NaN,48.415935141660576
1546520400,135.225,135.79999999999998,135.124,135.76,135.09001482425865,137.26799999999997,143.51899999999998,24814,13373.35,0.2581852076249851,0.2581852076249851,NaN,56.542673337652076
1546522200,135.76,135.76,135.58399999999997,135.65499999999997,135.14089855212316,137.26799999999997,143.51899999999998,18482,13989.45,0.2617333046091339,0.2617333046091339,NaN,54.72057602293759
1546524000,135.65499999999997,135.886,135.545,135.795,135.187848311674,137.26799999999997,143.51899999999998,16302,14558.8,0.2666163618319195,0.2666163618319195,NaN,56.72308708361077
1546525800,135.795,135.843,135.503,135.521,135.22224723932905,137.26799999999997,143.51899999999998,22941,15498.95,0.2611594361898464,0.2611594361898464,NaN,51.88653458111206
1546527600,135.521,135.837,134.94699999999997,135.69699999999997,135.31684088787642,137.26799999999997,143.51899999999998,48577,17515.95,0.2598510539259957,0.2598510539259957,NaN,54.5663242611353
1546529400,135.69699999999997,135.75799999999998,135.456,135.51299999999998,135.35740460662507,137.26799999999997,143.51899999999998,36292,18959.65,0.2519510856627638,0.2519510856627638,NaN,51.34648194860096
1546531200,135.51299999999998,135.87699999999998,135.458,135.766,135.4127149466681,137.26799999999997,143.51899999999998,29113,19992.75,0.2508008549199877,0.2508008549199877,NaN,55.256073422801585
1546533000,135.766,136.78699999999998,135.73899999999998,136.54199999999997,135.53898770930022,137.26799999999997,143.51899999999998,35937,21276.25,0.2689783418241807,0.2689783418241807,NaN,64.64120677689613
1546534800,136.54199999999997,136.54899999999998,136.262,136.35,135.618000810297,137.26799999999997,143.51899999999998,24945,21411.9,0.2755765453510135,0.2755765453510135,NaN,61.21966763564572
1546536600,136.35,136.64499999999998,136.29999999999998,136.57199999999997,135.69142336000976,137.26799999999997,143.51899999999998,17823,21160.95,0.2841871585151169,0.2841871585151169,NaN,63.61761502764039
1546538400,136.57199999999997,136.57999999999998,136.19199999999998,136.313,135.73832443108978,137.26799999999997,143.51899999999998,15718,20517.3,0.28110414771703407,0.28110414771703407,NaN,59.03151496640777
1546540200,136.313,136.37199999999999,136.19299999999998,136.22899999999998,135.77810381120426,137.26799999999997,143.51899999999998,12420,20061.9,0.27363035332699714,0.27363035332699714,NaN,57.58169266806057
1546542000,136.22899999999998,136.26399999999998,136.137,136.19299999999998,135.7967754997875,137.26799999999997,143.51899999999998,12492,19885.95,0.26407214304483906,0.26407214304483906,NaN,56.93629418421289
1546543800,136.19299999999998,136.23999999999998,136.07399999999998,136.087,135.81863655628865,137.26799999999997,143.51899999999998,13780,19913.4,0.2510634859266674,0.2510634859266674,NaN,54.98216444614401
1546545600,136.087,136.13199999999998,135.696,135.809,135.83704668610469,137.26799999999997,143.51899999999998,18246,20166.6,0.23084321587201906,0.23084321587201906,NaN,50.12337461551969
1546547400,135.809,135.981,135.784,135.85199999999998,135.85232662571482,137.26799999999997,143.51899999999998,13740,20300.3,0.213957758723751,0.213957758723751,NaN,50.846919316131704
1546549200,135.85199999999998,135.95,135.808,135.946,135.88008396527582,137.26799999999997,143.51899999999998,5240,19859.4,0.20124017031665353,0.20124017031665353,NaN,52.47014489239187
1546551000,135.946,136.07199999999997,135.90499999999997,135.992,135.90097510720867,137.26799999999997,143.51899999999998,5127,19646.25,0.19059493236974623,0.19059493236974623,NaN,53.2831924563556
1546552800,135.992,136.064,135.903,136.023,135.9230704854186,137.26799999999997,143.51899999999998,2238,19206.1,0.181258409002991,0.181258409002991,NaN,53.85605799940009
1546554600,136.023,136.053,135.964,136.04299999999998,135.94295875682985,137.26799999999997,143.51899999999998,5351,18978.9,0.17272806299990884,0.17272806299990884,NaN,54.24587678703912
1546556400,136.04299999999998,136.356,136.02499999999998,136.244,135.96518068416052,137.26799999999997,143.51899999999998,11992,18337.8,0.16980026938009418,0.16980026938009418,NaN,58.07881945384312
1546558200,136.244,136.277,136.142,136.189,135.98688562624707,137.26799999999997,143.51899999999998,9037,17865.55,0.1642820627169022,0.1642820627169022,NaN,56.679617785989926
1546560000,136.189,136.28799999999998,135.807,136.00199999999998,135.996396423257,137.26799999999997,143.51899999999998,20549,18077.9,0.1532118947649398,0.1532118947649398,NaN,52.085102918833826
1546561800,136.00199999999998,136.16099999999997,135.88,135.892,136.0232951783802,137.26799999999997,143.51899999999998,13692,17615.45,0.14004043634625035,0.14004043634625035,NaN,49.54111922058195
1546563600,135.892,136.101,135.887,135.98299999999998,136.07239653926808,137.26799999999997,143.51899999999998,10479,15710.55,0.1308415764266314,0.1308415764266314,NaN,51.64525278987773
1546565400,135.98299999999998,136.45299999999997,135.946,136.31599999999997,136.15399162280391,137.26799999999997,143.51899999999998,14661,14629,0.13138015866751657,0.13138015866751657,NaN,58.469980806142
1546567200,136.31599999999997,136.58999999999997,136.243,136.50699999999998,136.20942198954774,137.26799999999997,143.51899999999998,11118,13729.25,0.135581744953176,0.135581744953176,NaN,61.80025866708728
1546569000,136.50699999999998,136.759,136.439,136.623,136.17884866936924,137.26799999999997,143.51899999999998,10482,12456.5,0.14048269325780066,0.14048269325780066,NaN,63.70391033187572
1546570800,136.623,136.92899999999997,136.60199999999998,136.896,136.19078647974206,137.26799999999997,143.51899999999998,9849,11701.7,0.15004815100448776,0.15004815100448776,NaN,67.77415666304357
1546572600,136.896,137.07199999999997,136.82899999999998,136.94299999999998,136.18630327945706,137.26799999999997,143.51899999999998,7698,11195.45,0.15691209706313491,0.15691209706313491,NaN,68.43052571898602
1546574400,136.94299999999998,137.05999999999997,136.874,136.946,136.20361403712062,137.26799999999997,143.51899999999998,7537,10786.4,0.1603223694962052,0.1603223694962052,NaN,68.47466361390316
1546576200,136.946,136.98999999999998,136.89499999999998,136.904,136.21799623611957,137.26799999999997,143.51899999999998,4722,10401.5,0.1597224310477941,0.1597224310477941,NaN,67.06106078830445
1546578000,136.904,136.94699999999997,136.878,136.89,136.23249850032082,137.26799999999997,143.51899999999998,3838,9968.8,0.15672087094094084,0.15672087094094084,NaN,66.56774527497365
1546579800,136.89,136.91699999999997,136.706,136.77399999999997,136.2610958783553,137.26799999999997,143.51899999999998,6439,9601.75,0.1490879243272416,0.1490879243272416,NaN,62.46738234576772
1546581600,136.77399999999997,136.808,136.553,136.67299999999997,136.32241012100457,137.26799999999997,143.51899999999998,6865,9032.7,0.138336361486557,0.138336361486557,NaN,59.0564444245597
1546583400,136.67299999999997,136.725,136.54799999999997,136.7,136.3730826691325,137.26799999999997,143.51899999999998,6101,8650.75,0.12875324546457606,0.12875324546457606,NaN,59.690108678964755
1546585200,136.7,136.85799999999998,136.62199999999999,136.678,136.40314921398289,137.26799999999997,143.51899999999998,10211,8899.3,0.11886109711546311,0.11886109711546311,NaN,58.89034558849953
1546587000,136.678,136.69099999999997,136.315,136.42999999999998,136.41646400196595,137.26799999999997,143.51899999999998,14304,9358.15,0.10273051904269863,0.10273051904269863,NaN,50.6515225369396
1546588800,136.42999999999998,136.73999999999998,136.40499999999997,136.601,136.4356608295616,137.26799999999997,143.51899999999998,16145,10053.5,0.0933212855983469,0.0933212855983469,NaN,55.29560969380381
1546590600,136.601,136.88,136.57899999999998,136.873,136.4696412380794,137.26799999999997,143.51899999999998,11279,10349.9,0.09198390011536836,0.09198390011536836,NaN,61.50179281776263
1546592400,136.873,136.91799999999998,136.75199999999998,136.815,136.50653285517933,137.26799999999997,143.51899999999998,14550,10477.8,0.08797185779244501,0.08797185779244501,NaN,59.601691462663155
1546594200,136.815,136.91699999999997,136.759,136.892,136.53891007168622,137.26799999999997,143.51899999999998,10260,10538.95,0.08557116540619934,0.08557116540619934,NaN,61.310636109660216
1546596000,136.892,137.15599999999998,136.796,137.09799999999998,136.62602360805067,137.26799999999997,143.51899999999998,11735,10098.25,0.08792212183629276,0.08792212183629276,NaN,65.5137569617464
1546597800,137.09799999999998,137.101,136.80499999999998,136.86499999999998,136.68751312514578,137.26799999999997,143.51899999999998,8601,9843.7,0.08201219484391742,0.08201219484391742,NaN,57.85754927261584
1546599600,136.86499999999998,136.916,136.77999999999997,136.86599999999999,136.73217761671611,137.26799999999997,143.51899999999998,7044,9671.95,0.07608840192817057,0.07608840192817057,NaN,57.88029999716601
1546601400,136.86599999999999,136.896,136.748,136.789,136.7671224749515,137.26799999999997,143.51899999999998,6664,9272.1,0.06811189722993471,0.06811189722993471,NaN,55.400238294730734
1546603200,136.789,136.916,136.773,136.89499999999998,136.788314122622,137.26799999999997,143.51899999999998,7519,9092.15,0.06359966366383485,0.06359966366383485,NaN,58.06413362039464
1546605000,136.89499999999998,136.916,136.809,136.832,136.79957189076433,137.26799999999997,143.51899999999998,6054,8870.75,0.0572538873137075,0.0572538873137075,NaN,55.926081081409926
1546606800,136.832,136.98399999999998,136.819,136.89899999999997,136.80108070748997,137.26799999999997,143.51899999999998,12281,8992.35,0.05308552793720017,0.05308552793720017,NaN,57.709574118184086
1546608600,136.89899999999997,137.119,136.814,136.927,136.81781216971788,137.26799999999997,143.51899999999998,36385,10426.7,0.04960109337999746,0.04960109337999746,NaN,58.46599151568437
1546610400,136.927,137.1,136.868,136.98399999999998,136.82920237537587,137.26799999999997,143.51899999999998,21031,11101.4,0.04747160738484414,0.04747160738484414,NaN,60.03317764141532
1546612200,136.98399999999998,137.089,136.90099999999998,136.98999999999998,136.84358095147206,137.26799999999997,143.51899999999998,23752,12052.9,0.045031704132764916,0.045031704132764916,NaN,60.20340280037331
1546614000,136.98999999999998,137.356,136.642,137.35199999999998,136.90949808396815,137.26799999999997,143.51899999999998,35740,13648,0.05200991456793555,0.05200991456793555,NaN,68.82943081777171
1546615800,137.35199999999998,137.575,137.30499999999998,137.552,136.99758341577373,137.26799999999997,143.51899999999998,40771,15364.6,0.06178550862999052,0.06178550862999052,NaN,72.39013080231798
1546617600,137.552,137.779,137.458,137.55499999999998,137.04989891847922,137.26799999999997,143.51899999999998,26705,16356.6,0.06822200745214342,0.06822200745214342,NaN,72.44098540635991
1546619400,137.55499999999998,137.975,137.535,137.92299999999997,137.10030355954493,137.26799999999997,143.51899999999998,17074,16905.25,0.08181733093223839,0.08181733093223839,NaN,77.83432869460196
1546621200,137.92299999999997,138.076,137.839,137.886,137.14858960400778,137.26799999999997,137.92299999999997,15623,17175.85,0.0897617379612479,0.0897617379612479,NaN,76.2192356116835
1546623000,137.886,138.15099999999998,137.869,138.012,137.209614753354,137.26799999999997,137.92299999999997,12228,17072.05,0.09757088284716467,0.09757088284716467,NaN,77.900954469702
1546624800,138.012,138.20399999999998,137.976,138.171,137.26553541344057,137.26799999999997,138.012,9238,16726.7,0.10600831241820516,0.10600831241820516,NaN,79.83853976654075
1546626600,138.171,138.21499999999997,137.99099999999999,138.07999999999998,137.3052782867385,137.26799999999997,138.012,10868,16706.15,0.10799421884237792,0.10799421884237792,0.10799421884237792,75.7452573455118
1546628400,138.07999999999998,138.295,138.021,138.267,137.36061151166,137.26799999999997,138.012,11639,16560.6,0.11242560664616821,0.11242560664616821,NaN,78.21678769094493
1546630200,138.267,138.30399999999997,138.183,138.271,137.39982019413216,137.26799999999997,138.012,8926,16493.9,0.11369224411643739,0.11369224411643739,NaN,78.267800123651
1546632000,138.271,138.271,138.124,138.14499999999998,137.43043533843075,137.26799999999997,138.012,8674,16340.85,0.10892318768895981,0.10892318768895981,NaN,72.50765767862733
1546633800,138.14499999999998,138.17999999999998,138.094,138.15099999999998,137.46180387111016,137.26799999999997,138.012,7427,16282.15,0.10307955945608877,0.10307955945608877,NaN,72.6110268974614
1546635600,138.15099999999998,138.16,138.04399999999998,138.063,137.4817271974158,137.26799999999997,138.012,3700,16114.95,0.09391592616305278,0.09391592616305278,NaN,68.54056869023852
1546637400,138.063,138.11599999999999,138.01999999999998,138.03099999999998,137.50445687113267,137.26799999999997,138.012,4858,16024.65,0.08380543247502709,0.08380543247502709,NaN,67.06822392538747
1546812000,138.134,138.134,137.91899999999998,137.932,137.52138154324217,137.26799999999997,138.012,1740,15735.7,0.07128040451079848,0.07128040451079848,NaN,62.588740588729166
1546813800,137.932,138.04299999999998,137.91199999999998,137.96599999999998,137.53847511719263,137.26799999999997,138.012,2579,15561.95,0.06065771829837957,0.06065771829837957,NaN,63.490610902096826
1546815600,137.96599999999998,138.297,137.92299999999997,138.272,137.59088768913074,137.26799999999997,138.012,11475,15521.65,0.05902432712927941,0.05902432712927941,NaN,70.40543215907849
1546817400,138.272,138.333,138.16199999999998,138.207,137.6975880238422,137.26799999999997,138.012,9983,14201.55,0.0543351475181123,0.0543351475181123,NaN,67.48169073440316
1546819200,138.207,138.24699999999999,138.095,138.224,137.77211273854778,137.26799999999997,138.012,10163,13658.15,0.04954950400472158,0.04954950400472158,NaN,67.857641335425
1546821000,138.224,138.28099999999998,138.14499999999998,138.14999999999998,137.85451395771074,137.26799999999997,138.012,6684,12804.75,0.0422860059279449,0.0422860059279449,NaN,64.36907049836348
1546822800,138.14999999999998,138.232,138.09699999999998,138.218,137.9448778082044,137.26799999999997,138.012,7148,11375.15,0.03704444056413042,0.03704444056413042,NaN,66.09405998205412
1546824600,138.218,138.28199999999998,138.02399999999997,138.087,138.03315517682546,137.26799999999997,138.012,8658,9769.5,0.0280584433758308,0.0280584433758308,NaN,60.06148874558035
1546826400,138.087,138.105,137.96099999999998,138.04799999999997,138.10684429960287,137.26799999999997,138.012,5759,8722.2,0.01879039237347324,0.01879039237347324,NaN,58.353882326060535
1546828200,138.04799999999997,138.07399999999998,137.927,137.92999999999998,138.12154587175777,137.26799999999997,138.012,4309,8083.95,0.007308172926443313,0.007308172926443313,NaN,53.40637057389692
1546830000,137.92999999999998,137.975,137.743,137.833,138.13464494809483,137.26799999999997,138.012,5857,7595.65,-0.00514211891606231,-0.00514211891606231,NaN,49.67770834821694
1546831800,137.833,137.875,137.772,137.85899999999998,138.13562794412508,137.26799999999997,138.012,4925,7230.5,-0.014812311796687738,-0.014812311796687738,NaN,50.67183391893522
1546833600,137.85899999999998,137.982,137.718,137.86599999999999,138.11814732226827,137.26799999999997,138.012,8089,7173.05,-0.02267698041957439,-0.02267698041957439,NaN,50.9527681829593
1546835400,137.86599999999999,138.033,137.856,138.033,138.1175653719433,137.26799999999997,138.012,5815,6920.4,-0.024674472191073493,-0.024674472191073493,NaN,57.21343104771293
1546837200,138.033,138.051,137.964,138.03699999999998,138.10149049452752,137.26799999999997,138.012,4629,6569.9,-0.026487327418064366,-0.026487327418064366,NaN,57.353846172162406
1546839000,138.03699999999998,138.03799999999998,137.85299999999998,137.93099999999998,138.0831794509133,137.26799999999997,138.012,4794,6363.3,-0.031095608385831863,-0.031095608385831863,NaN,52.44229499345573
1546840800,137.93099999999998,138.01799999999997,137.85,137.94799999999998,138.07275921706238,137.26799999999997,138.012,5607,6209.95,-0.034460162214064394,-0.034460162214064394,NaN,53.13544678034907
1546842600,137.94799999999998,138.003,137.84799999999998,137.932,138.06421628224956,137.26799999999997,138.012,3150,5996.1,-0.03768594983770668,-0.03768594983770668,NaN,52.361914011494186
1546844400,137.932,137.932,137.767,137.91899999999998,138.0517365056645,137.26799999999997,138.012,10961,6359.15,-0.040657669605237534,-0.040657669605237534,NaN,51.70331537844973
1546846200,137.91899999999998,138,137.87199999999999,137.92299999999997,138.0424584341476,137.26799999999997,138.012,10344,6633.45,-0.0429099441416822,-0.0429099441416822,NaN,51.90377073380422
1546848000,137.92299999999997,137.934,137.67999999999998,137.856,138.02977526820155,137.26799999999997,138.012,10662,7079.55,-0.04647404193718646,-0.04647404193718646,NaN,48.28847886941018
1546849800,137.856,137.887,137.613,137.706,138.00935856557604,137.26799999999997,138.012,9898,7445.5,-0.05322952170818168,-0.05322952170818168,NaN,41.34511674166757
1546851600,137.706,137.88299999999998,137.67899999999997,137.71099999999998,137.9729317094354,137.26799999999997,138.012,7607,7252.1,-0.05814028467567578,-0.05814028467567578,NaN,41.64631882965822
1546853400,137.71099999999998,138.10899999999998,137.68499999999997,137.95499999999998,137.955585248989,137.26799999999997,138.012,10409,7273.4,-0.055050605153418475,-0.055050605153418475,NaN,54.047598947138965
1546855200,137.95499999999998,137.962,137.79199999999997,137.85299999999998,137.9318160905726,137.26799999999997,138.012,6194,7074.95,-0.05514448819596629,-0.05514448819596629,NaN,49.32818150414294
1546857000,137.85299999999998,137.97899999999998,137.80399999999997,137.945,137.9221599291301,137.26799999999997,138.012,6854,7083.45,-0.052438842853178014,-0.052438842853178014,NaN,53.28999679731018
1546858800,137.945,138.123,137.94099999999997,137.98499999999999,137.90977560753333,137.26799999999997,138.012,5965,7024.3,-0.0489923877813947,-0.0489923877813947,NaN,54.93960048569371
1546860600,137.98499999999999,138.20999999999998,137.98,138.2,137.91324933706068,137.26799999999997,138.012,6948,6938.8,-0.04027284258713201,-0.04027284258713201,NaN,62.58760864428586
1546862400,138.2,138.20499999999998,138.1,138.12199999999999,137.91820870757186,137.26799999999997,138.012,7045,7003.1,-0.03551599102932332,-0.03551599102932332,NaN,58.695382479939866
1546864200,138.12199999999999,138.14399999999998,137.974,138.003,137.92217252637343,137.26799999999997,138.012,7286,7151.95,-0.03501008718949247,-0.03501008718949247,NaN,53.254116728042604
1546866000,138.003,138.22699999999998,137.974,138.22,137.94407606427689,137.26799999999997,138.012,8997,7308.95,-0.0287067567884306,-0.0287067567884306,NaN,60.45358715508402
