time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,VWMA,VWAP,VWMA 20,VWMA 50,VWMA 200,SMA 20,SMA 50,SMA 200,S/R,SR,%K,%D,RSI
1532970000,145.76,145.884,145.744,145.866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.328,57.14262292309888,48.75943296905058,49.430503629385846
1532984400,145.866,145.913,145.649,145.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.328,60.5564768519335,55.640224318149684,44.840178872786105
1532998800,145.7,146.164,145.374,145.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.328,63.700869899059825,60.46665655802974,48.559082501111405
1533013200,145.82,146.819,145.82,146.656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.328,70.14628443756317,64.8012103961845,65.83875428186802
1533027600,146.656,146.862,146.517,146.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,77.05037289976455,70.29917574546153,62.977352222056034
1533042000,146.551,147.014,146.468,146.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,85.11839832413095,77.43835188715191,66.16011317818949
1533056400,146.762,146.863,146.666,146.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,85.12963351478334,82.43280157955864,67.15451862943678
1533070800,146.831,146.856,146.522,146.699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,85.623921794134,85.29065121101512,63.32104739867138
1533085200,146.699,146.79,146.55,146.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,84.92582878675177,85.22646136522205,64.04116233802198
1533099600,146.742,147.148,146.64,146.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,83.20999171866406,84.58658076651562,66.17032535376363
1533114000,146.87,147.074,146.772,147.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,87.8574898488557,85.33110345142286,69.29116523634386
1533128400,147.074,147.082,146.436,146.493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,81.07854190154116,84.048674489686,54.00939605796402
1533142800,146.493,146.683,146.318,146.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,76.79443818113515,81.91015664384302,56.64986489141618
1533157200,146.642,146.664,146.474,146.576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,67.43705373919568,75.10334460728967,55.13971924836449
1533171600,146.576,146.598,146.116,146.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,62.15708380308132,68.79619190780306,47.60278915946198
1533186000,146.212,146.278,145.936,145.955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.713,146.382,49.24840285606924,59.614180132781094,43.12115179751385
